regime,ema_state,ema_slope,swing,rsi_state,stoch_state,atr_state,vwap_state,direction,params,n_IS,wins,wr_IS,exp_R_IS,n_OOS,wr_OOS,exp_R_OOS
bull,1,1,0,oversold,weak,neutral,-1,SHORT,EMA200_RSI7_SK21SS5SD5_ATR21,56,39,0.6964,1.0893,13.0,0.5385,0.6154
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA21_RSI14_SK5SS3SD3_ATR7,56,39,0.6964,1.0893,27.0,0.5926,0.7778
bull,1,1,1,overbought,overbought,neutral,1,LONG,EMA200_RSI14_SK21SS5SD5_ATR14,23,16,0.6957,1.087,8.0,0.75,1.25
bull,1,1,0,weak,strong,expansion,-1,SHORT,EMA200_RSI14_SK21SS5SD5_ATR14,23,16,0.6957,1.087,3.0,0.3333,-0.0
bull,-1,-1,-1,weak,strong,expansion,-1,SHORT,EMA21_RSI7_SK5SS3SD3_ATR7,23,16,0.6957,1.087,5.0,0.8,1.4
bull,1,1,1,overbought,strong,neutral,1,LONG,EMA50_RSI7_SK14SS3SD3_ATR7,23,16,0.6957,1.087,1.0,1.0,2.0
bull,1,1,1,overbought,overbought,neutral,1,LONG,EMA100_RSI14_SK21SS5SD5_ATR14,23,16,0.6957,1.087,8.0,0.75,1.25
bull,1,1,0,weak,strong,expansion,-1,SHORT,EMA100_RSI14_SK21SS5SD5_ATR14,23,16,0.6957,1.087,5.0,0.4,0.2
bear,-1,-1,1,strong,strong,neutral,1,LONG,EMA50_RSI7_SK5SS3SD3_ATR7,23,16,0.6957,1.087,5.0,0.6,0.8
bull,1,1,0,oversold,weak,neutral,-1,SHORT,EMA21_RSI7_SK5SS3SD3_ATR14,46,32,0.6957,1.087,9.0,0.2222,-0.3333
bear,-1,-1,-1,oversold,weak,neutral,-1,SHORT,EMA21_RSI7_SK5SS3SD3_ATR21,23,16,0.6957,1.087,16.0,0.8125,1.4375
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI14_SK14SS3SD3_ATR14,59,41,0.6949,1.0847,25.0,0.6,0.8
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA100_RSI14_SK14SS3SD3_ATR21,59,41,0.6949,1.0847,22.0,0.5909,0.7727
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA50_RSI14_SK14SS3SD3_ATR21,59,41,0.6949,1.0847,23.0,0.6087,0.8261
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA21_RSI21_SK21SS5SD5_ATR21,95,66,0.6947,1.0842,16.0,0.8125,1.4375
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA200_RSI21_SK5SS3SD3_ATR21,36,25,0.6944,1.0833,18.0,0.6111,0.8333
bull,1,1,1,overbought,overbought,neutral,1,LONG,EMA200_RSI7_SK14SS3SD3_ATR21,36,25,0.6944,1.0833,17.0,0.4706,0.4118
bull,1,1,-1,weak,weak,neutral,-1,SHORT,EMA200_RSI7_SK5SS3SD3_ATR7,49,34,0.6939,1.0816,18.0,0.3889,0.1667
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA50_RSI7_SK5SS3SD3_ATR21,49,34,0.6939,1.0816,22.0,0.5909,0.7727
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA100_RSI14_SK21SS5SD5_ATR14,62,43,0.6935,1.0806,13.0,0.7692,1.3077
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA21_RSI14_SK14SS3SD3_ATR7,78,54,0.6923,1.0769,21.0,0.7143,1.1429
bear,-1,-1,1,strong,strong,neutral,1,LONG,EMA50_RSI7_SK5SS3SD3_ATR14,26,18,0.6923,1.0769,5.0,0.6,0.8
bull,1,1,-1,weak,weak,neutral,-1,SHORT,EMA100_RSI7_SK5SS3SD3_ATR14,52,36,0.6923,1.0769,15.0,0.4667,0.4
bear,-1,-1,0,oversold,oversold,neutral,-1,SHORT,EMA50_RSI7_SK21SS5SD5_ATR21,26,18,0.6923,1.0769,11.0,0.4545,0.3636
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA50_RSI14_SK14SS3SD3_ATR14,52,36,0.6923,1.0769,23.0,0.6087,0.8261
bull,1,1,0,weak,weak,neutral,1,SHORT,EMA50_RSI21_SK5SS3SD3_ATR21,26,18,0.6923,1.0769,4.0,0.5,0.5
bear,-1,-1,1,strong,weak,neutral,1,LONG,EMA50_RSI7_SK14SS3SD3_ATR21,26,18,0.6923,1.0769,3.0,0.6667,1.0
bear,-1,-1,1,strong,weak,neutral,1,LONG,EMA50_RSI7_SK14SS3SD3_ATR14,26,18,0.6923,1.0769,3.0,0.6667,1.0
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA50_RSI21_SK14SS3SD3_ATR21,91,63,0.6923,1.0769,23.0,0.6957,1.087
bull,-1,-1,-1,weak,strong,expansion,-1,SHORT,EMA21_RSI21_SK5SS3SD3_ATR7,26,18,0.6923,1.0769,5.0,0.8,1.4
bear,-1,-1,0,oversold,oversold,neutral,-1,SHORT,EMA50_RSI7_SK21SS5SD5_ATR14,26,18,0.6923,1.0769,9.0,0.4444,0.3333
bull,1,1,0,overbought,strong,neutral,1,LONG,EMA50_RSI7_SK21SS5SD5_ATR7,26,18,0.6923,1.0769,8.0,0.75,1.25
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA100_RSI14_SK14SS3SD3_ATR14,52,36,0.6923,1.0769,22.0,0.5909,0.7727
bull,-1,-1,0,oversold,oversold,neutral,-1,SHORT,EMA21_RSI7_SK14SS3SD3_ATR21,26,18,0.6923,1.0769,14.0,0.6429,0.9286
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI21_SK21SS5SD5_ATR7,65,45,0.6923,1.0769,11.0,0.5455,0.6364
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI21_SK21SS5SD5_ATR7,39,27,0.6923,1.0769,10.0,0.7,1.1
bull,-1,-1,-1,strong,strong,neutral,1,SHORT,EMA50_RSI7_SK5SS3SD3_ATR14,26,18,0.6923,1.0769,5.0,0.8,1.4
bull,1,1,1,strong,weak,neutral,1,LONG,EMA100_RSI14_SK14SS3SD3_ATR21,120,83,0.6917,1.075,10.0,0.5,0.5
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI14_SK14SS3SD3_ATR21,107,74,0.6916,1.0748,21.0,0.6667,1.0
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI14_SK14SS3SD3_ATR7,81,56,0.6914,1.0741,14.0,0.6429,0.9286
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA50_RSI14_SK14SS3SD3_ATR14,81,56,0.6914,1.0741,20.0,0.7,1.1
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA100_RSI14_SK21SS5SD5_ATR21,68,47,0.6912,1.0735,13.0,0.7692,1.3077
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA50_RSI14_SK5SS3SD3_ATR21,71,49,0.6901,1.0704,28.0,0.6071,0.8214
bull,1,1,-1,weak,weak,neutral,-1,SHORT,EMA200_RSI7_SK5SS3SD3_ATR14,58,40,0.6897,1.069,20.0,0.45,0.35
bull,1,1,-1,weak,oversold,neutral,-1,SHORT,EMA200_RSI21_SK21SS5SD5_ATR21,29,20,0.6897,1.069,12.0,0.5,0.5
bull,1,1,-1,weak,oversold,neutral,-1,SHORT,EMA100_RSI21_SK21SS5SD5_ATR21,29,20,0.6897,1.069,8.0,0.625,0.875
bull,-1,-1,0,oversold,weak,neutral,-1,SHORT,EMA50_RSI7_SK21SS5SD5_ATR14,29,20,0.6897,1.069,3.0,0.6667,1.0
bull,1,1,1,overbought,overbought,neutral,1,LONG,EMA50_RSI7_SK21SS5SD5_ATR7,29,20,0.6897,1.069,9.0,0.4444,0.3333
bull,-1,-1,0,oversold,weak,neutral,-1,SHORT,EMA21_RSI7_SK14SS3SD3_ATR14,45,31,0.6889,1.0667,8.0,0.625,0.875
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI21_SK21SS5SD5_ATR21,90,62,0.6889,1.0667,16.0,0.6875,1.0625
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA21_RSI21_SK21SS5SD5_ATR14,90,62,0.6889,1.0667,15.0,0.8,1.4
bull,1,1,0,oversold,weak,neutral,-1,SHORT,EMA100_RSI7_SK21SS5SD5_ATR21,48,33,0.6875,1.0625,11.0,0.4545,0.3636
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA50_RSI7_SK21SS5SD5_ATR14,48,33,0.6875,1.0625,10.0,0.9,1.7
bull,-1,-1,-1,oversold,weak,neutral,-1,SHORT,EMA21_RSI7_SK21SS5SD5_ATR14,32,22,0.6875,1.0625,6.0,0.6667,1.0
bull,1,1,1,weak,weak,neutral,1,LONG,EMA200_RSI7_SK21SS5SD5_ATR14,32,22,0.6875,1.0625,3.0,0.6667,1.0
bull,1,1,1,weak,weak,neutral,1,LONG,EMA21_RSI7_SK21SS5SD5_ATR7,32,22,0.6875,1.0625,4.0,0.5,0.5
bull,1,1,1,weak,weak,neutral,1,LONG,EMA200_RSI7_SK21SS5SD5_ATR21,32,22,0.6875,1.0625,4.0,0.5,0.5
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI21_SK21SS5SD5_ATR14,32,22,0.6875,1.0625,7.0,0.8571,1.5714
bull,1,1,0,overbought,strong,neutral,1,LONG,EMA200_RSI7_SK21SS5SD5_ATR7,32,22,0.6875,1.0625,6.0,1.0,2.0
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI7_SK14SS3SD3_ATR14,48,33,0.6875,1.0625,17.0,0.6471,0.9412
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI21_SK21SS5SD5_ATR14,83,57,0.6867,1.0602,16.0,0.6875,1.0625
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA50_RSI14_SK14SS3SD3_ATR21,83,57,0.6867,1.0602,21.0,0.7143,1.1429
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA100_RSI14_SK14SS3SD3_ATR14,83,57,0.6867,1.0602,18.0,0.6667,1.0
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA50_RSI7_SK21SS5SD5_ATR21,51,35,0.6863,1.0588,11.0,0.9091,1.7273
bull,-1,-1,0,oversold,weak,neutral,-1,SHORT,EMA21_RSI7_SK5SS3SD3_ATR14,51,35,0.6863,1.0588,14.0,0.6429,0.9286
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA100_RSI21_SK21SS5SD5_ATR7,35,24,0.6857,1.0571,9.0,0.6667,1.0
bull,1,1,0,overbought,strong,neutral,1,LONG,EMA100_RSI7_SK21SS5SD5_ATR14,35,24,0.6857,1.0571,7.0,0.8571,1.5714
bull,1,1,-1,weak,weak,neutral,-1,SHORT,EMA100_RSI7_SK5SS3SD3_ATR21,57,39,0.6842,1.0526,16.0,0.4375,0.3125
bear,-1,-1,0,overbought,strong,neutral,1,LONG,EMA200_RSI7_SK5SS3SD3_ATR21,38,26,0.6842,1.0526,23.0,0.6087,0.8261
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA21_RSI21_SK21SS5SD5_ATR7,38,26,0.6842,1.0526,10.0,0.8,1.4
bull,1,1,1,overbought,strong,neutral,1,LONG,EMA200_RSI7_SK14SS3SD3_ATR21,38,26,0.6842,1.0526,3.0,0.6667,1.0
bull,1,1,1,strong,weak,neutral,1,LONG,EMA200_RSI7_SK14SS3SD3_ATR21,98,67,0.6837,1.051,11.0,0.5455,0.6364
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA21_RSI14_SK21SS5SD5_ATR7,60,41,0.6833,1.05,10.0,0.9,1.7
bull,1,1,0,oversold,weak,neutral,-1,SHORT,EMA100_RSI7_SK5SS3SD3_ATR14,63,43,0.6825,1.0476,15.0,0.4667,0.4
bull,-1,-1,0,weak,strong,expansion,-1,SHORT,EMA21_RSI7_SK5SS3SD3_ATR14,22,15,0.6818,1.0455,4.0,0.5,0.5
bull,1,1,0,weak,strong,expansion,-1,SHORT,EMA200_RSI21_SK21SS5SD5_ATR14,22,15,0.6818,1.0455,3.0,0.0,-1.0
bull,1,1,1,overbought,strong,expansion,1,LONG,EMA21_RSI7_SK21SS5SD5_ATR7,22,15,0.6818,1.0455,6.0,0.6667,1.0
bull,1,1,1,overbought,overbought,neutral,1,LONG,EMA50_RSI14_SK14SS3SD3_ATR21,22,15,0.6818,1.0455,10.0,0.6,0.8
bull,1,1,1,weak,weak,neutral,1,LONG,EMA50_RSI14_SK21SS5SD5_ATR14,22,15,0.6818,1.0455,2.0,1.0,2.0
bull,-1,-1,-1,strong,strong,neutral,1,SHORT,EMA50_RSI14_SK21SS5SD5_ATR21,22,15,0.6818,1.0455,5.0,0.6,0.8
bear,-1,-1,0,overbought,overbought,neutral,1,LONG,EMA200_RSI7_SK21SS5SD5_ATR21,22,15,0.6818,1.0455,18.0,0.5556,0.6667
bull,1,1,1,weak,weak,neutral,1,LONG,EMA50_RSI14_SK21SS5SD5_ATR21,22,15,0.6818,1.0455,3.0,0.6667,1.0
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA200_RSI21_SK5SS3SD3_ATR7,22,15,0.6818,1.0455,14.0,0.6429,0.9286
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI21_SK14SS3SD3_ATR14,110,75,0.6818,1.0455,21.0,0.619,0.8571
bull,1,1,1,strong,weak,expansion,1,LONG,EMA50_RSI7_SK5SS3SD3_ATR7,22,15,0.6818,1.0455,3.0,1.0,2.0
bull,1,1,1,weak,weak,neutral,-1,LONG,EMA200_RSI7_SK14SS3SD3_ATR7,22,15,0.6818,1.0455,2.0,0.0,-1.0
bear,-1,-1,0,weak,weak,neutral,1,SHORT,EMA21_RSI14_SK5SS3SD3_ATR14,22,15,0.6818,1.0455,8.0,0.5,0.5
bear,-1,-1,-1,oversold,weak,neutral,-1,SHORT,EMA100_RSI7_SK5SS3SD3_ATR21,22,15,0.6818,1.0455,18.0,0.7222,1.1667
bear,-1,-1,-1,oversold,weak,neutral,-1,SHORT,EMA200_RSI7_SK5SS3SD3_ATR21,22,15,0.6818,1.0455,19.0,0.7368,1.2105
bear,-1,-1,-1,oversold,weak,neutral,-1,SHORT,EMA50_RSI7_SK5SS3SD3_ATR21,22,15,0.6818,1.0455,17.0,0.8235,1.4706
bear,1,1,1,strong,weak,neutral,1,LONG,EMA50_RSI14_SK21SS5SD5_ATR14,22,15,0.6818,1.0455,7.0,0.5714,0.7143
bull,-1,-1,-1,strong,strong,neutral,1,SHORT,EMA50_RSI7_SK21SS5SD5_ATR21,22,15,0.6818,1.0455,4.0,0.75,1.25
bear,-1,-1,1,strong,weak,neutral,1,LONG,EMA200_RSI7_SK14SS3SD3_ATR21,44,30,0.6818,1.0455,6.0,0.5,0.5
bull,1,1,1,weak,weak,neutral,-1,LONG,EMA100_RSI7_SK14SS3SD3_ATR7,22,15,0.6818,1.0455,2.0,0.0,-1.0
bull,1,1,0,weak,strong,expansion,-1,SHORT,EMA100_RSI21_SK21SS5SD5_ATR14,22,15,0.6818,1.0455,5.0,0.2,-0.4
bear,-1,-1,1,overbought,strong,neutral,1,LONG,EMA200_RSI7_SK14SS3SD3_ATR21,22,15,0.6818,1.0455,8.0,0.625,0.875
bull,-1,-1,0,overbought,strong,neutral,1,LONG,EMA100_RSI7_SK14SS3SD3_ATR14,22,15,0.6818,1.0455,5.0,0.2,-0.4
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA21_RSI21_SK21SS5SD5_ATR7,69,47,0.6812,1.0435,13.0,0.8462,1.5385
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA50_RSI14_SK14SS3SD3_ATR7,47,32,0.6809,1.0426,9.0,0.4444,0.3333
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA50_RSI21_SK14SS3SD3_ATR7,72,49,0.6806,1.0417,19.0,0.7368,1.2105
bull,1,1,0,weak,weak,neutral,1,SHORT,EMA50_RSI21_SK5SS3SD3_ATR14,25,17,0.68,1.04,4.0,0.5,0.5
bull,-1,-1,0,weak,weak,neutral,1,SHORT,EMA200_RSI14_SK14SS3SD3_ATR21,25,17,0.68,1.04,5.0,0.4,0.2
bear,-1,-1,0,weak,weak,neutral,1,SHORT,EMA100_RSI14_SK5SS3SD3_ATR7,25,17,0.68,1.04,6.0,0.3333,-0.0
bear,1,1,1,strong,weak,neutral,1,LONG,EMA50_RSI14_SK21SS5SD5_ATR21,25,17,0.68,1.04,8.0,0.5,0.5
bull,-1,-1,0,overbought,strong,neutral,1,LONG,EMA50_RSI7_SK21SS5SD5_ATR21,25,17,0.68,1.04,8.0,0.375,0.125
bull,1,1,1,overbought,overbought,neutral,1,LONG,EMA21_RSI14_SK14SS3SD3_ATR21,25,17,0.68,1.04,11.0,0.5455,0.6364
bear,-1,-1,0,weak,oversold,neutral,-1,SHORT,EMA50_RSI21_SK14SS3SD3_ATR7,25,17,0.68,1.04,12.0,0.25,-0.25
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI21_SK21SS5SD5_ATR7,25,17,0.68,1.04,6.0,1.0,2.0
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA21_RSI21_SK21SS5SD5_ATR14,25,17,0.68,1.04,8.0,0.625,0.875
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA100_RSI21_SK21SS5SD5_ATR7,50,34,0.68,1.04,8.0,0.5,0.5
bear,-1,-1,0,weak,weak,neutral,1,SHORT,EMA50_RSI14_SK5SS3SD3_ATR14,25,17,0.68,1.04,9.0,0.5556,0.6667
bear,-1,-1,1,overbought,strong,neutral,1,LONG,EMA200_RSI7_SK5SS3SD3_ATR21,25,17,0.68,1.04,18.0,0.6111,0.8333
bull,1,1,1,strong,weak,neutral,1,LONG,EMA21_RSI14_SK14SS3SD3_ATR21,128,87,0.6797,1.0391,15.0,0.5333,0.6
bull,1,1,1,strong,weak,neutral,1,LONG,EMA50_RSI21_SK14SS3SD3_ATR7,103,70,0.6796,1.0388,12.0,0.4167,0.25
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI7_SK14SS3SD3_ATR21,53,36,0.6792,1.0377,17.0,0.6471,0.9412
bull,-1,-1,0,weak,weak,neutral,1,SHORT,EMA50_RSI14_SK14SS3SD3_ATR7,28,19,0.6786,1.0357,6.0,0.5,0.5
bear,-1,-1,1,strong,strong,neutral,1,LONG,EMA50_RSI7_SK5SS3SD3_ATR21,28,19,0.6786,1.0357,5.0,0.6,0.8
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI7_SK14SS3SD3_ATR14,28,19,0.6786,1.0357,10.0,0.6,0.8
bull,1,1,1,strong,weak,expansion,1,LONG,EMA50_RSI21_SK5SS3SD3_ATR7,28,19,0.6786,1.0357,5.0,0.6,0.8
bear,1,1,0,strong,weak,neutral,-1,LONG,EMA21_RSI7_SK21SS5SD5_ATR7,28,19,0.6786,1.0357,17.0,0.4706,0.4118
bear,-1,-1,0,oversold,weak,neutral,-1,SHORT,EMA200_RSI7_SK21SS5SD5_ATR14,28,19,0.6786,1.0357,11.0,0.7273,1.1818
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI14_SK21SS5SD5_ATR21,28,19,0.6786,1.0357,6.0,0.8333,1.5
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA21_RSI14_SK21SS5SD5_ATR21,28,19,0.6786,1.0357,8.0,0.75,1.25
bull,-1,-1,0,oversold,oversold,neutral,-1,SHORT,EMA50_RSI7_SK21SS5SD5_ATR21,28,19,0.6786,1.0357,7.0,0.5714,0.7143
bear,1,1,1,strong,weak,neutral,1,LONG,EMA100_RSI21_SK14SS3SD3_ATR7,28,19,0.6786,1.0357,8.0,0.75,1.25
bull,-1,-1,-1,weak,weak,expansion,-1,SHORT,EMA100_RSI21_SK5SS3SD3_ATR7,28,19,0.6786,1.0357,3.0,0.6667,1.0
bull,-1,-1,0,weak,weak,expansion,-1,SHORT,EMA21_RSI21_SK5SS3SD3_ATR7,59,40,0.678,1.0339,10.0,0.6,0.8
bull,1,1,1,strong,weak,neutral,1,LONG,EMA200_RSI14_SK14SS3SD3_ATR14,121,82,0.6777,1.0331,12.0,0.5833,0.75
bull,1,1,1,overbought,strong,neutral,1,LONG,EMA21_RSI7_SK14SS3SD3_ATR14,31,21,0.6774,1.0323,3.0,0.6667,1.0
bull,1,1,1,overbought,overbought,neutral,1,LONG,EMA100_RSI7_SK21SS5SD5_ATR7,31,21,0.6774,1.0323,9.0,0.4444,0.3333
bear,1,1,0,strong,weak,neutral,-1,LONG,EMA21_RSI7_SK21SS5SD5_ATR14,31,21,0.6774,1.0323,16.0,0.4375,0.3125
bull,1,1,-1,weak,weak,neutral,-1,SHORT,EMA50_RSI7_SK5SS3SD3_ATR7,31,21,0.6774,1.0323,11.0,0.3636,0.0909
bear,-1,-1,1,strong,weak,neutral,1,LONG,EMA50_RSI14_SK14SS3SD3_ATR7,31,21,0.6774,1.0323,3.0,0.6667,1.0
bull,1,1,1,strong,weak,neutral,1,LONG,EMA50_RSI21_SK14SS3SD3_ATR14,130,88,0.6769,1.0308,16.0,0.5625,0.6875
bull,1,1,1,weak,weak,neutral,1,LONG,EMA100_RSI7_SK21SS5SD5_ATR14,34,23,0.6765,1.0294,3.0,0.6667,1.0
bull,1,1,0,weak,strong,expansion,-1,SHORT,EMA100_RSI14_SK21SS5SD5_ATR7,34,23,0.6765,1.0294,8.0,0.5,0.5
bull,1,1,1,weak,weak,neutral,1,LONG,EMA100_RSI7_SK21SS5SD5_ATR21,34,23,0.6765,1.0294,4.0,0.5,0.5
bear,1,1,0,strong,weak,neutral,-1,LONG,EMA21_RSI7_SK21SS5SD5_ATR21,34,23,0.6765,1.0294,18.0,0.5,0.5
bear,-1,-1,1,strong,weak,neutral,1,LONG,EMA100_RSI7_SK14SS3SD3_ATR14,34,23,0.6765,1.0294,5.0,0.4,0.2
bear,-1,-1,1,strong,weak,neutral,1,LONG,EMA100_RSI7_SK14SS3SD3_ATR21,34,23,0.6765,1.0294,5.0,0.4,0.2
bear,-1,-1,0,weak,strong,neutral,1,SHORT,EMA50_RSI7_SK14SS3SD3_ATR7,34,23,0.6765,1.0294,11.0,0.5455,0.6364
bull,1,1,0,oversold,weak,neutral,-1,SHORT,EMA200_RSI7_SK5SS3SD3_ATR14,68,46,0.6765,1.0294,14.0,0.5,0.5
bull,1,1,0,strong,strong,neutral,-1,LONG,EMA21_RSI14_SK14SS3SD3_ATR7,34,23,0.6765,1.0294,5.0,0.6,0.8
bull,1,1,0,oversold,weak,neutral,-1,SHORT,EMA21_RSI7_SK21SS5SD5_ATR21,34,23,0.6765,1.0294,6.0,0.5,0.5
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI21_SK21SS5SD5_ATR21,34,23,0.6765,1.0294,8.0,0.875,1.625
bear,-1,-1,1,strong,strong,neutral,1,LONG,EMA50_RSI14_SK5SS3SD3_ATR14,37,25,0.6757,1.027,14.0,0.6429,0.9286
bull,1,1,0,oversold,weak,neutral,-1,SHORT,EMA21_RSI7_SK5SS3SD3_ATR7,37,25,0.6757,1.027,7.0,0.2857,-0.1429
bear,-1,-1,0,overbought,strong,neutral,1,LONG,EMA200_RSI7_SK5SS3SD3_ATR14,37,25,0.6757,1.027,19.0,0.5263,0.5789
bear,-1,-1,1,strong,strong,neutral,1,LONG,EMA50_RSI21_SK5SS3SD3_ATR14,37,25,0.6757,1.027,17.0,0.5882,0.7647
bear,1,1,1,strong,weak,neutral,1,LONG,EMA21_RSI7_SK14SS3SD3_ATR14,37,25,0.6757,1.027,9.0,0.6667,1.0
bear,-1,-1,0,oversold,weak,neutral,-1,SHORT,EMA21_RSI7_SK14SS3SD3_ATR21,40,27,0.675,1.025,18.0,0.6667,1.0
bear,1,1,1,strong,weak,neutral,1,LONG,EMA21_RSI7_SK14SS3SD3_ATR21,40,27,0.675,1.025,9.0,0.6667,1.0
bull,1,1,1,overbought,overbought,neutral,1,LONG,EMA21_RSI7_SK21SS5SD5_ATR21,40,27,0.675,1.025,13.0,0.4615,0.3846
bull,1,1,0,oversold,weak,neutral,-1,SHORT,EMA50_RSI7_SK21SS5SD5_ATR14,40,27,0.675,1.025,10.0,0.4,0.2
bull,-1,-1,0,oversold,weak,neutral,-1,SHORT,EMA50_RSI7_SK5SS3SD3_ATR14,43,29,0.6744,1.0233,8.0,0.625,0.875
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA100_RSI7_SK14SS3SD3_ATR14,43,29,0.6744,1.0233,14.0,0.6429,0.9286
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA50_RSI7_SK14SS3SD3_ATR14,43,29,0.6744,1.0233,15.0,0.6667,1.0
bull,1,1,-1,weak,weak,neutral,-1,SHORT,EMA200_RSI21_SK5SS3SD3_ATR14,89,60,0.6742,1.0225,27.0,0.4815,0.4444
bull,1,1,0,overbought,strong,neutral,1,LONG,EMA200_RSI7_SK21SS5SD5_ATR21,46,31,0.6739,1.0217,10.0,0.7,1.1
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI21_SK21SS5SD5_ATR21,46,31,0.6739,1.0217,16.0,0.625,0.875
bear,-1,-1,0,oversold,weak,neutral,-1,SHORT,EMA50_RSI7_SK5SS3SD3_ATR21,49,33,0.6735,1.0204,19.0,0.6316,0.8947
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA50_RSI14_SK5SS3SD3_ATR7,49,33,0.6735,1.0204,23.0,0.6087,0.8261
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA100_RSI21_SK5SS3SD3_ATR21,55,37,0.6727,1.0182,27.0,0.5926,0.7778
bull,1,1,1,strong,weak,neutral,1,LONG,EMA21_RSI21_SK14SS3SD3_ATR7,110,74,0.6727,1.0182,13.0,0.4615,0.3846
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA50_RSI14_SK14SS3SD3_ATR7,64,43,0.6719,1.0156,17.0,0.7647,1.2941
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA50_RSI14_SK14SS3SD3_ATR21,64,43,0.6719,1.0156,15.0,0.5333,0.6
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA21_RSI21_SK14SS3SD3_ATR21,67,45,0.6716,1.0149,27.0,0.5556,0.6667
bull,1,1,1,strong,weak,neutral,1,LONG,EMA50_RSI21_SK14SS3SD3_ATR21,134,90,0.6716,1.0149,16.0,0.5625,0.6875
bull,1,1,-1,weak,weak,neutral,-1,SHORT,EMA100_RSI21_SK5SS3SD3_ATR14,76,51,0.6711,1.0132,18.0,0.4444,0.3333
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA50_RSI7_SK5SS3SD3_ATR21,100,67,0.67,1.01,18.0,0.6667,1.0
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA21_RSI7_SK5SS3SD3_ATR7,103,69,0.6699,1.0097,22.0,0.7273,1.1818
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA21_RSI7_SK5SS3SD3_ATR21,130,87,0.6692,1.0077,24.0,0.7083,1.125
bull,-1,-1,-1,strong,strong,neutral,-1,SHORT,EMA100_RSI7_SK14SS3SD3_ATR7,24,16,0.6667,1.0,7.0,0.5714,0.7143
bull,1,1,-1,oversold,weak,neutral,-1,SHORT,EMA100_RSI7_SK5SS3SD3_ATR14,24,16,0.6667,1.0,3.0,0.6667,1.0
