regime,ema_state,ema_slope,swing,rsi_state,stoch_state,atr_state,vwap_state,direction,params,n_IS,wins,wr_IS,exp_R_IS,n_OOS,wr_OOS,exp_R_OOS
bull,-1,-1,0,strong,strong,neutral,-1,LONG,EMA50_RSI14_SK14SS3SD3_ATR7,32,20,0.625,0.875,8.0,0.25,-0.25
bull,-1,-1,-1,weak,weak,expansion,-1,SHORT,EMA100_RSI14_SK14SS3SD3_ATR7,24,15,0.625,0.875,3.0,1.0,2.0
bear,1,1,1,strong,weak,neutral,1,LONG,EMA50_RSI21_SK14SS3SD3_ATR14,48,30,0.625,0.875,12.0,0.5833,0.75
bull,1,1,0,weak,weak,neutral,1,SHORT,EMA200_RSI21_SK5SS3SD3_ATR21,32,20,0.625,0.875,8.0,0.75,1.25
bull,-1,-1,-1,strong,strong,neutral,1,SHORT,EMA21_RSI7_SK5SS3SD3_ATR21,32,20,0.625,0.875,7.0,0.7143,1.1429
bear,1,1,1,strong,weak,neutral,1,LONG,EMA100_RSI7_SK14SS3SD3_ATR21,24,15,0.625,0.875,7.0,0.8571,1.5714
bull,-1,-1,0,overbought,strong,neutral,1,LONG,EMA50_RSI7_SK14SS3SD3_ATR14,24,15,0.625,0.875,5.0,0.2,-0.4
bull,1,1,0,weak,strong,expansion,-1,SHORT,EMA200_RSI7_SK21SS5SD5_ATR7,32,20,0.625,0.875,6.0,0.5,0.5
bull,-1,-1,0,oversold,weak,neutral,-1,SHORT,EMA21_RSI7_SK21SS5SD5_ATR7,24,15,0.625,0.875,7.0,0.5714,0.7143
bull,-1,-1,-1,oversold,weak,neutral,-1,SHORT,EMA21_RSI7_SK21SS5SD5_ATR7,24,15,0.625,0.875,5.0,0.8,1.4
bull,1,1,1,weak,weak,neutral,-1,LONG,EMA21_RSI7_SK21SS5SD5_ATR14,32,20,0.625,0.875,3.0,0.6667,1.0
bear,1,1,1,strong,weak,neutral,1,LONG,EMA50_RSI7_SK14SS3SD3_ATR21,32,20,0.625,0.875,9.0,0.6667,1.0
bear,-1,-1,1,strong,strong,neutral,1,LONG,EMA21_RSI14_SK5SS3SD3_ATR7,24,15,0.625,0.875,6.0,0.5,0.5
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA21_RSI7_SK14SS3SD3_ATR21,104,65,0.625,0.875,24.0,0.625,0.875
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI21_SK5SS3SD3_ATR7,56,35,0.625,0.875,16.0,0.6875,1.0625
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA100_RSI7_SK5SS3SD3_ATR7,72,45,0.625,0.875,16.0,0.625,0.875
bull,1,1,1,strong,weak,expansion,1,LONG,EMA21_RSI7_SK5SS3SD3_ATR7,24,15,0.625,0.875,3.0,1.0,2.0
bear,-1,-1,1,strong,weak,neutral,1,LONG,EMA200_RSI21_SK14SS3SD3_ATR14,64,40,0.625,0.875,10.0,0.6,0.8
bull,1,1,1,weak,weak,neutral,-1,LONG,EMA21_RSI21_SK14SS3SD3_ATR21,24,15,0.625,0.875,1.0,0.0,-1.0
bull,1,1,1,strong,weak,expansion,1,LONG,EMA200_RSI7_SK5SS3SD3_ATR7,24,15,0.625,0.875,4.0,1.0,2.0
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA21_RSI14_SK14SS3SD3_ATR14,117,73,0.6239,0.8718,31.0,0.6452,0.9355
bull,1,1,1,strong,strong,neutral,1,LONG,EMA21_RSI21_SK5SS3SD3_ATR14,154,96,0.6234,0.8701,29.0,0.4483,0.3448
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI21_SK5SS3SD3_ATR21,69,43,0.6232,0.8696,18.0,0.7222,1.1667
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA50_RSI21_SK14SS3SD3_ATR14,106,66,0.6226,0.8679,26.0,0.6538,0.9615
bear,-1,-1,1,strong,weak,neutral,1,LONG,EMA100_RSI14_SK14SS3SD3_ATR21,45,28,0.6222,0.8667,11.0,0.5455,0.6364
bull,1,1,0,weak,strong,neutral,1,SHORT,EMA50_RSI14_SK21SS5SD5_ATR14,45,28,0.6222,0.8667,7.0,0.8571,1.5714
bull,-1,-1,-1,weak,weak,expansion,-1,SHORT,EMA21_RSI21_SK21SS5SD5_ATR7,45,28,0.6222,0.8667,4.0,0.5,0.5
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA50_RSI7_SK21SS5SD5_ATR21,90,56,0.6222,0.8667,22.0,0.5455,0.6364
bull,1,1,0,strong,strong,neutral,-1,LONG,EMA200_RSI21_SK14SS3SD3_ATR21,45,28,0.6222,0.8667,9.0,0.4444,0.3333
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI7_SK5SS3SD3_ATR14,82,51,0.622,0.8659,22.0,0.5909,0.7727
bull,-1,-1,1,strong,weak,neutral,1,LONG,EMA100_RSI7_SK5SS3SD3_ATR7,37,23,0.6216,0.8649,9.0,0.2222,-0.3333
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA21_RSI21_SK14SS3SD3_ATR7,111,69,0.6216,0.8649,27.0,0.7037,1.1111
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI14_SK5SS3SD3_ATR14,148,92,0.6216,0.8649,22.0,0.5909,0.7727
bull,1,1,0,strong,strong,neutral,-1,LONG,EMA200_RSI14_SK14SS3SD3_ATR21,66,41,0.6212,0.8636,9.0,0.5556,0.6667
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA100_RSI14_SK5SS3SD3_ATR14,95,59,0.6211,0.8632,28.0,0.5357,0.6071
bear,1,1,0,strong,weak,neutral,-1,LONG,EMA21_RSI7_SK14SS3SD3_ATR14,29,18,0.6207,0.8621,10.0,0.5,0.5
bear,-1,-1,0,weak,strong,neutral,1,SHORT,EMA50_RSI14_SK21SS5SD5_ATR14,29,18,0.6207,0.8621,7.0,0.7143,1.1429
bear,1,1,0,strong,weak,neutral,-1,LONG,EMA50_RSI7_SK21SS5SD5_ATR7,29,18,0.6207,0.8621,15.0,0.4,0.2
bear,1,1,1,strong,weak,neutral,1,LONG,EMA50_RSI7_SK14SS3SD3_ATR14,29,18,0.6207,0.8621,9.0,0.6667,1.0
bear,-1,-1,0,weak,weak,neutral,1,SHORT,EMA100_RSI14_SK5SS3SD3_ATR14,29,18,0.6207,0.8621,9.0,0.5556,0.6667
bull,-1,-1,-1,strong,strong,neutral,-1,SHORT,EMA21_RSI7_SK21SS5SD5_ATR7,29,18,0.6207,0.8621,4.0,0.75,1.25
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA100_RSI7_SK5SS3SD3_ATR21,87,54,0.6207,0.8621,19.0,0.5789,0.7368
bear,-1,-1,0,strong,weak,neutral,-1,LONG,EMA200_RSI21_SK21SS5SD5_ATR21,29,18,0.6207,0.8621,18.0,0.4444,0.3333
bull,1,1,0,strong,strong,neutral,-1,LONG,EMA100_RSI14_SK14SS3SD3_ATR21,58,36,0.6207,0.8621,9.0,0.5556,0.6667
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA50_RSI7_SK5SS3SD3_ATR14,79,49,0.6203,0.8608,15.0,0.6,0.8
bull,1,1,0,overbought,strong,neutral,1,LONG,EMA50_RSI7_SK14SS3SD3_ATR14,50,31,0.62,0.86,5.0,0.6,0.8
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA21_RSI14_SK14SS3SD3_ATR7,100,62,0.62,0.86,26.0,0.6923,1.0769
bull,1,1,0,weak,strong,expansion,-1,SHORT,EMA200_RSI21_SK14SS3SD3_ATR14,21,13,0.619,0.8571,4.0,0.0,-1.0
bear,-1,-1,-1,oversold,weak,neutral,-1,SHORT,EMA100_RSI7_SK14SS3SD3_ATR21,21,13,0.619,0.8571,15.0,0.8,1.4
bear,-1,-1,0,oversold,weak,neutral,-1,SHORT,EMA100_RSI7_SK21SS5SD5_ATR7,21,13,0.619,0.8571,6.0,0.8333,1.5
bull,-1,-1,0,weak,weak,neutral,1,SHORT,EMA200_RSI14_SK21SS5SD5_ATR7,21,13,0.619,0.8571,6.0,0.3333,-0.0
bear,-1,-1,0,weak,oversold,neutral,-1,SHORT,EMA50_RSI14_SK14SS3SD3_ATR21,21,13,0.619,0.8571,14.0,0.3571,0.0714
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA50_RSI7_SK5SS3SD3_ATR21,84,52,0.619,0.8571,20.0,0.6,0.8
bear,-1,-1,0,strong,strong,expansion,1,LONG,EMA100_RSI21_SK5SS3SD3_ATR7,21,13,0.619,0.8571,10.0,0.4,0.2
bear,1,1,1,weak,weak,neutral,1,LONG,EMA21_RSI7_SK14SS3SD3_ATR7,21,13,0.619,0.8571,3.0,0.3333,-0.0
bull,-1,-1,0,overbought,strong,neutral,1,LONG,EMA21_RSI7_SK14SS3SD3_ATR7,21,13,0.619,0.8571,1.0,1.0,2.0
bear,-1,-1,0,weak,weak,neutral,1,SHORT,EMA200_RSI21_SK5SS3SD3_ATR7,21,13,0.619,0.8571,6.0,0.1667,-0.5
bull,1,1,1,weak,weak,neutral,-1,LONG,EMA50_RSI21_SK14SS3SD3_ATR14,21,13,0.619,0.8571,3.0,0.0,-1.0
range,1,1,0,strong,strong,neutral,1,LONG,EMA21_RSI14_SK21SS5SD5_ATR7,21,13,0.619,0.8571,5.0,0.2,-0.4
bull,1,1,0,strong,weak,neutral,-1,LONG,EMA200_RSI14_SK21SS5SD5_ATR21,63,39,0.619,0.8571,11.0,0.6364,0.9091
bear,-1,-1,0,weak,oversold,neutral,-1,SHORT,EMA50_RSI14_SK14SS3SD3_ATR14,21,13,0.619,0.8571,12.0,0.3333,-0.0
bear,-1,-1,0,oversold,weak,neutral,-1,SHORT,EMA200_RSI7_SK21SS5SD5_ATR7,21,13,0.619,0.8571,7.0,0.8571,1.5714
bear,-1,-1,-1,oversold,weak,neutral,-1,SHORT,EMA50_RSI7_SK14SS3SD3_ATR21,21,13,0.619,0.8571,14.0,0.8571,1.5714
bull,1,1,0,oversold,oversold,neutral,-1,SHORT,EMA100_RSI7_SK14SS3SD3_ATR14,21,13,0.619,0.8571,10.0,0.5,0.5
bear,-1,-1,0,oversold,weak,neutral,-1,SHORT,EMA200_RSI7_SK14SS3SD3_ATR21,42,26,0.619,0.8571,17.0,0.7059,1.1176
bear,1,1,0,strong,weak,neutral,-1,LONG,EMA21_RSI7_SK5SS3SD3_ATR21,21,13,0.619,0.8571,7.0,0.2857,-0.1429
bull,1,1,0,oversold,oversold,neutral,-1,SHORT,EMA200_RSI7_SK14SS3SD3_ATR14,21,13,0.619,0.8571,9.0,0.5556,0.6667
bear,1,1,1,strong,weak,neutral,1,LONG,EMA100_RSI7_SK14SS3SD3_ATR14,21,13,0.619,0.8571,7.0,0.8571,1.5714
bull,1,1,1,strong,weak,expansion,1,LONG,EMA21_RSI21_SK5SS3SD3_ATR14,21,13,0.619,0.8571,3.0,0.6667,1.0
bull,1,1,1,strong,overbought,neutral,1,LONG,EMA21_RSI21_SK14SS3SD3_ATR14,42,26,0.619,0.8571,14.0,0.4286,0.2857
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA21_RSI14_SK14SS3SD3_ATR21,42,26,0.619,0.8571,11.0,0.5455,0.6364
bear,-1,-1,-1,oversold,weak,neutral,-1,SHORT,EMA21_RSI7_SK14SS3SD3_ATR14,21,13,0.619,0.8571,10.0,0.8,1.4
bear,1,1,0,overbought,strong,neutral,1,LONG,EMA21_RSI7_SK14SS3SD3_ATR14,21,13,0.619,0.8571,11.0,0.6364,0.9091
bear,-1,-1,-1,oversold,weak,neutral,-1,SHORT,EMA200_RSI7_SK14SS3SD3_ATR14,21,13,0.619,0.8571,12.0,0.6667,1.0
bull,1,1,1,strong,weak,expansion,1,LONG,EMA200_RSI21_SK5SS3SD3_ATR14,21,13,0.619,0.8571,3.0,0.6667,1.0
bear,-1,-1,0,weak,oversold,neutral,-1,SHORT,EMA50_RSI14_SK14SS3SD3_ATR7,21,13,0.619,0.8571,10.0,0.3,-0.1
bull,1,1,0,weak,strong,expansion,-1,LONG,EMA21_RSI21_SK5SS3SD3_ATR7,21,13,0.619,0.8571,4.0,0.25,-0.25
bear,1,1,0,weak,strong,neutral,-1,SHORT,EMA200_RSI7_SK14SS3SD3_ATR7,21,13,0.619,0.8571,6.0,0.1667,-0.5
bear,1,1,0,overbought,strong,neutral,1,LONG,EMA21_RSI7_SK14SS3SD3_ATR21,21,13,0.619,0.8571,11.0,0.6364,0.9091
bear,-1,-1,0,weak,strong,neutral,1,SHORT,EMA21_RSI14_SK14SS3SD3_ATR14,21,13,0.619,0.8571,8.0,0.625,0.875
range,1,1,0,strong,strong,neutral,1,LONG,EMA50_RSI14_SK21SS5SD5_ATR7,21,13,0.619,0.8571,3.0,0.3333,-0.0
bull,1,1,0,strong,strong,neutral,-1,LONG,EMA21_RSI14_SK5SS3SD3_ATR7,42,26,0.619,0.8571,6.0,0.6667,1.0
bear,-1,-1,0,weak,strong,neutral,1,SHORT,EMA21_RSI14_SK14SS3SD3_ATR21,21,13,0.619,0.8571,9.0,0.5556,0.6667
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA50_RSI14_SK14SS3SD3_ATR14,97,60,0.6186,0.8557,25.0,0.64,0.92
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA21_RSI14_SK14SS3SD3_ATR21,131,81,0.6183,0.855,31.0,0.6452,0.9355
bull,1,1,0,weak,weak,expansion,-1,SHORT,EMA200_RSI14_SK5SS3SD3_ATR7,55,34,0.6182,0.8545,7.0,0.4286,0.2857
bear,1,1,0,strong,weak,neutral,-1,LONG,EMA50_RSI7_SK21SS5SD5_ATR21,34,21,0.6176,0.8529,17.0,0.4118,0.2353
bear,-1,-1,1,strong,strong,neutral,1,LONG,EMA100_RSI7_SK5SS3SD3_ATR14,34,21,0.6176,0.8529,8.0,0.75,1.25
bull,-1,-1,0,oversold,weak,neutral,-1,SHORT,EMA50_RSI7_SK5SS3SD3_ATR7,34,21,0.6176,0.8529,6.0,0.6667,1.0
bull,-1,-1,-1,strong,strong,neutral,-1,SHORT,EMA50_RSI7_SK5SS3SD3_ATR21,34,21,0.6176,0.8529,6.0,0.5,0.5
bull,-1,-1,-1,strong,strong,neutral,-1,SHORT,EMA50_RSI7_SK14SS3SD3_ATR21,34,21,0.6176,0.8529,7.0,0.5714,0.7143
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA21_RSI7_SK21SS5SD5_ATR21,115,71,0.6174,0.8522,27.0,0.5556,0.6667
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI14_SK5SS3SD3_ATR7,128,79,0.6172,0.8516,18.0,0.6111,0.8333
bull,1,1,0,weak,weak,expansion,-1,SHORT,EMA100_RSI14_SK5SS3SD3_ATR7,47,29,0.617,0.8511,7.0,0.4286,0.2857
bull,1,1,0,oversold,weak,neutral,-1,SHORT,EMA100_RSI7_SK5SS3SD3_ATR7,47,29,0.617,0.8511,13.0,0.4615,0.3846
bull,1,1,0,weak,weak,expansion,-1,SHORT,EMA50_RSI14_SK5SS3SD3_ATR7,47,29,0.617,0.8511,7.0,0.4286,0.2857
bear,-1,-1,1,strong,strong,neutral,1,LONG,EMA100_RSI14_SK5SS3SD3_ATR14,47,29,0.617,0.8511,20.0,0.7,1.1
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI14_SK5SS3SD3_ATR21,154,95,0.6169,0.8506,23.0,0.6087,0.8261
bull,1,1,0,weak,weak,expansion,-1,SHORT,EMA200_RSI21_SK5SS3SD3_ATR7,60,37,0.6167,0.85,10.0,0.5,0.5
bear,-1,-1,1,strong,strong,neutral,1,LONG,EMA200_RSI14_SK5SS3SD3_ATR14,60,37,0.6167,0.85,23.0,0.6957,1.087
bull,1,1,1,strong,strong,neutral,1,LONG,EMA21_RSI21_SK5SS3SD3_ATR7,133,82,0.6165,0.8496,24.0,0.4583,0.375
bull,1,1,1,strong,strong,neutral,1,LONG,EMA21_RSI21_SK5SS3SD3_ATR21,164,101,0.6159,0.8476,32.0,0.4688,0.4062
bull,1,1,0,strong,strong,neutral,-1,LONG,EMA200_RSI21_SK14SS3SD3_ATR7,39,24,0.6154,0.8462,5.0,0.4,0.2
bear,-1,-1,-1,weak,oversold,neutral,-1,SHORT,EMA200_RSI21_SK21SS5SD5_ATR21,26,16,0.6154,0.8462,18.0,0.5,0.5
bear,-1,-1,0,overbought,strong,neutral,1,LONG,EMA200_RSI7_SK14SS3SD3_ATR21,26,16,0.6154,0.8462,14.0,0.7143,1.1429
bull,-1,-1,-1,strong,strong,neutral,1,SHORT,EMA21_RSI21_SK14SS3SD3_ATR7,26,16,0.6154,0.8462,2.0,0.5,0.5
bull,1,1,0,oversold,weak,neutral,-1,SHORT,EMA100_RSI7_SK14SS3SD3_ATR14,52,32,0.6154,0.8462,9.0,0.4444,0.3333
bull,1,1,-1,oversold,weak,neutral,-1,SHORT,EMA200_RSI7_SK21SS5SD5_ATR14,26,16,0.6154,0.8462,3.0,0.6667,1.0
bull,-1,-1,0,oversold,oversold,neutral,-1,SHORT,EMA21_RSI7_SK21SS5SD5_ATR14,26,16,0.6154,0.8462,10.0,0.7,1.1
bull,1,1,0,weak,strong,expansion,-1,SHORT,EMA100_RSI7_SK14SS3SD3_ATR7,26,16,0.6154,0.8462,11.0,0.3636,0.0909
bull,-1,-1,-1,strong,strong,neutral,1,SHORT,EMA21_RSI21_SK14SS3SD3_ATR14,26,16,0.6154,0.8462,4.0,0.5,0.5
bear,-1,-1,0,weak,weak,expansion,-1,SHORT,EMA21_RSI21_SK5SS3SD3_ATR7,26,16,0.6154,0.8462,22.0,0.5,0.5
bull,1,1,0,weak,strong,neutral,1,SHORT,EMA21_RSI14_SK21SS5SD5_ATR14,39,24,0.6154,0.8462,4.0,0.75,1.25
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA21_RSI14_SK5SS3SD3_ATR14,91,56,0.6154,0.8462,29.0,0.5862,0.7586
bull,-1,-1,-1,strong,strong,neutral,1,SHORT,EMA21_RSI21_SK14SS3SD3_ATR21,26,16,0.6154,0.8462,4.0,0.5,0.5
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA50_RSI14_SK5SS3SD3_ATR14,91,56,0.6154,0.8462,29.0,0.5517,0.6552
bull,-1,-1,0,strong,weak,neutral,-1,LONG,EMA50_RSI14_SK21SS5SD5_ATR14,26,16,0.6154,0.8462,4.0,0.75,1.25
bull,1,1,1,strong,overbought,neutral,1,LONG,EMA21_RSI21_SK14SS3SD3_ATR7,39,24,0.6154,0.8462,11.0,0.3636,0.0909
bull,1,1,1,overbought,overbought,neutral,1,LONG,EMA50_RSI7_SK21SS5SD5_ATR21,39,24,0.6154,0.8462,13.0,0.4615,0.3846
bear,-1,-1,0,weak,weak,expansion,-1,SHORT,EMA50_RSI14_SK5SS3SD3_ATR7,26,16,0.6154,0.8462,19.0,0.5789,0.7368
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI14_SK5SS3SD3_ATR7,52,32,0.6154,0.8462,15.0,0.6667,1.0
bull,-1,-1,-1,strong,strong,neutral,1,SHORT,EMA21_RSI14_SK14SS3SD3_ATR21,26,16,0.6154,0.8462,5.0,0.4,0.2
bull,1,1,0,weak,strong,expansion,-1,SHORT,EMA50_RSI7_SK21SS5SD5_ATR7,26,16,0.6154,0.8462,6.0,0.3333,-0.0
bull,1,1,0,oversold,weak,neutral,-1,SHORT,EMA200_RSI7_SK5SS3SD3_ATR7,52,32,0.6154,0.8462,12.0,0.5,0.5
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI14_SK5SS3SD3_ATR21,65,40,0.6154,0.8462,17.0,0.7059,1.1176
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA50_RSI14_SK14SS3SD3_ATR21,109,67,0.6147,0.844,25.0,0.64,0.92
bull,1,1,0,weak,strong,neutral,1,SHORT,EMA21_RSI14_SK21SS5SD5_ATR21,44,27,0.6136,0.8409,4.0,0.75,1.25
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA21_RSI14_SK21SS5SD5_ATR14,132,81,0.6136,0.8409,38.0,0.5789,0.7368
bull,1,1,-1,weak,weak,neutral,-1,SHORT,EMA50_RSI21_SK5SS3SD3_ATR7,44,27,0.6136,0.8409,12.0,0.3333,-0.0
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI21_SK5SS3SD3_ATR14,163,100,0.6135,0.8405,23.0,0.5217,0.5652
bull,1,1,-1,weak,weak,neutral,-1,SHORT,EMA200_RSI7_SK21SS5SD5_ATR7,106,65,0.6132,0.8396,18.0,0.4444,0.3333
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA50_RSI14_SK21SS5SD5_ATR14,106,65,0.6132,0.8396,32.0,0.5938,0.7812
bull,1,1,1,weak,weak,neutral,-1,LONG,EMA21_RSI7_SK14SS3SD3_ATR21,31,19,0.6129,0.8387,1.0,0.0,-1.0
bull,-1,-1,-1,strong,strong,neutral,-1,SHORT,EMA50_RSI7_SK5SS3SD3_ATR7,31,19,0.6129,0.8387,6.0,0.5,0.5
bear,1,1,0,strong,weak,neutral,-1,LONG,EMA50_RSI7_SK21SS5SD5_ATR14,31,19,0.6129,0.8387,15.0,0.3333,-0.0
bear,-1,-1,0,weak,weak,expansion,-1,SHORT,EMA50_RSI21_SK5SS3SD3_ATR7,31,19,0.6129,0.8387,20.0,0.55,0.65
bull,-1,-1,-1,strong,strong,neutral,1,SHORT,EMA21_RSI14_SK5SS3SD3_ATR14,31,19,0.6129,0.8387,7.0,0.7143,1.1429
bull,1,1,0,weak,weak,neutral,1,SHORT,EMA200_RSI21_SK5SS3SD3_ATR14,31,19,0.6129,0.8387,8.0,0.75,1.25
bear,-1,-1,1,strong,strong,neutral,1,LONG,EMA100_RSI7_SK5SS3SD3_ATR7,31,19,0.6129,0.8387,7.0,0.7143,1.1429
bull,1,1,1,weak,weak,neutral,-1,LONG,EMA50_RSI7_SK21SS5SD5_ATR14,31,19,0.6129,0.8387,5.0,0.4,0.2
bear,-1,-1,0,weak,strong,neutral,1,SHORT,EMA21_RSI14_SK21SS5SD5_ATR21,31,19,0.6129,0.8387,8.0,0.625,0.875
bull,1,1,-1,weak,weak,neutral,-1,SHORT,EMA100_RSI7_SK21SS5SD5_ATR7,93,57,0.6129,0.8387,14.0,0.5,0.5
bear,-1,-1,0,weak,strong,neutral,1,SHORT,EMA50_RSI7_SK21SS5SD5_ATR14,49,30,0.6122,0.8367,13.0,0.5385,0.6154
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI7_SK5SS3SD3_ATR14,49,30,0.6122,0.8367,11.0,0.7273,1.1818
bear,-1,-1,1,strong,strong,neutral,1,LONG,EMA100_RSI14_SK5SS3SD3_ATR21,49,30,0.6122,0.8367,21.0,0.7143,1.1429
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA21_RSI14_SK21SS5SD5_ATR7,116,71,0.6121,0.8362,36.0,0.6389,0.9167
bull,1,1,0,weak,strong,neutral,1,SHORT,EMA200_RSI14_SK21SS5SD5_ATR21,67,41,0.6119,0.8358,11.0,0.9091,1.7273
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI21_SK5SS3SD3_ATR21,170,104,0.6118,0.8353,24.0,0.5417,0.625
bull,1,1,-1,weak,weak,neutral,-1,SHORT,EMA50_RSI7_SK5SS3SD3_ATR14,36,22,0.6111,0.8333,12.0,0.4167,0.25
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA200_RSI7_SK14SS3SD3_ATR7,36,22,0.6111,0.8333,11.0,0.7273,1.1818
bull,1,1,0,strong,strong,neutral,-1,LONG,EMA50_RSI14_SK14SS3SD3_ATR7,36,22,0.6111,0.8333,5.0,0.6,0.8
bear,-1,-1,0,oversold,weak,neutral,-1,SHORT,EMA21_RSI7_SK5SS3SD3_ATR7,36,22,0.6111,0.8333,11.0,0.7273,1.1818
bull,-1,-1,0,weak,weak,expansion,-1,SHORT,EMA100_RSI14_SK5SS3SD3_ATR7,36,22,0.6111,0.8333,4.0,0.5,0.5
bull,-1,-1,0,strong,weak,neutral,-1,LONG,EMA200_RSI7_SK21SS5SD5_ATR14,36,22,0.6111,0.8333,7.0,0.7143,1.1429
bear,-1,-1,1,strong,weak,neutral,1,LONG,EMA50_RSI21_SK14SS3SD3_ATR14,36,22,0.6111,0.8333,5.0,0.8,1.4
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA100_RSI21_SK14SS3SD3_ATR7,72,44,0.6111,0.8333,12.0,0.5,0.5
bear,-1,-1,1,strong,strong,neutral,1,LONG,EMA100_RSI7_SK5SS3SD3_ATR21,36,22,0.6111,0.8333,8.0,0.75,1.25
bull,1,1,0,strong,strong,neutral,-1,LONG,EMA21_RSI21_SK14SS3SD3_ATR14,36,22,0.6111,0.8333,6.0,0.5,0.5
bull,-1,-1,0,weak,weak,expansion,-1,SHORT,EMA50_RSI14_SK5SS3SD3_ATR7,36,22,0.6111,0.8333,4.0,0.5,0.5
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA50_RSI21_SK21SS5SD5_ATR14,113,69,0.6106,0.8319,33.0,0.6061,0.8182
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA21_RSI7_SK5SS3SD3_ATR14,77,47,0.6104,0.8312,20.0,0.65,0.95
bull,1,1,0,strong,weak,neutral,-1,LONG,EMA100_RSI14_SK21SS5SD5_ATR21,59,36,0.6102,0.8305,10.0,0.7,1.1
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA21_RSI21_SK21SS5SD5_ATR14,141,86,0.6099,0.8298,39.0,0.5897,0.7692
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA200_RSI7_SK14SS3SD3_ATR14,41,25,0.6098,0.8293,14.0,0.7143,1.1429
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI7_SK5SS3SD3_ATR7,41,25,0.6098,0.8293,10.0,0.7,1.1
bear,-1,-1,0,oversold,weak,neutral,-1,SHORT,EMA100_RSI7_SK14SS3SD3_ATR21,41,25,0.6098,0.8293,15.0,0.6667,1.0
bull,-1,-1,0,weak,weak,expansion,-1,SHORT,EMA100_RSI21_SK5SS3SD3_ATR7,41,25,0.6098,0.8293,9.0,0.5556,0.6667
bull,1,1,1,overbought,overbought,neutral,1,LONG,EMA100_RSI7_SK21SS5SD5_ATR21,41,25,0.6098,0.8293,12.0,0.5,0.5
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA50_RSI21_SK21SS5SD5_ATR21,128,78,0.6094,0.8281,33.0,0.6061,0.8182
bear,-1,-1,1,strong,strong,neutral,1,LONG,EMA21_RSI7_SK5SS3SD3_ATR21,23,14,0.6087,0.8261,4.0,0.5,0.5
bear,1,1,0,weak,strong,neutral,-1,SHORT,EMA200_RSI7_SK14SS3SD3_ATR21,23,14,0.6087,0.8261,7.0,0.2857,-0.1429
bear,1,1,0,weak,strong,neutral,-1,SHORT,EMA200_RSI7_SK14SS3SD3_ATR14,23,14,0.6087,0.8261,6.0,0.1667,-0.5
bull,-1,-1,0,strong,strong,neutral,-1,LONG,EMA100_RSI14_SK14SS3SD3_ATR21,23,14,0.6087,0.8261,8.0,0.25,-0.25
bull,-1,-1,0,weak,weak,neutral,1,SHORT,EMA21_RSI21_SK14SS3SD3_ATR7,23,14,0.6087,0.8261,5.0,0.6,0.8
