regime,ema_state,ema_slope,swing,rsi_state,stoch_state,atr_state,vwap_state,direction,params,n,wins,wr,exp_R
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA50_RSI21_SK14SS3SD3_ATR14,56,35,0.625,0.875
bull,1,1,0,strong,strong,neutral,-1,LONG,EMA21_RSI14_SK5SS3SD3_ATR21,56,35,0.625,0.875
bull,-1,-1,0,strong,strong,neutral,-1,LONG,EMA50_RSI14_SK14SS3SD3_ATR7,32,20,0.625,0.875
bull,-1,-1,-1,weak,weak,expansion,-1,SHORT,EMA100_RSI14_SK14SS3SD3_ATR7,24,15,0.625,0.875
bear,1,1,1,strong,weak,neutral,1,LONG,EMA50_RSI21_SK14SS3SD3_ATR14,48,30,0.625,0.875
bull,1,1,0,weak,weak,neutral,1,SHORT,EMA200_RSI21_SK5SS3SD3_ATR21,32,20,0.625,0.875
bull,-1,-1,-1,strong,strong,neutral,1,SHORT,EMA21_RSI7_SK5SS3SD3_ATR21,32,20,0.625,0.875
bear,1,1,1,strong,weak,neutral,1,LONG,EMA100_RSI7_SK14SS3SD3_ATR21,24,15,0.625,0.875
bull,-1,-1,0,overbought,strong,neutral,1,LONG,EMA50_RSI7_SK14SS3SD3_ATR14,24,15,0.625,0.875
bull,1,1,0,weak,strong,expansion,-1,SHORT,EMA200_RSI7_SK21SS5SD5_ATR7,32,20,0.625,0.875
bull,-1,-1,0,oversold,weak,neutral,-1,SHORT,EMA21_RSI7_SK21SS5SD5_ATR7,24,15,0.625,0.875
bull,-1,-1,-1,oversold,weak,neutral,-1,SHORT,EMA21_RSI7_SK21SS5SD5_ATR7,24,15,0.625,0.875
bull,1,1,1,weak,weak,neutral,-1,LONG,EMA21_RSI7_SK21SS5SD5_ATR14,32,20,0.625,0.875
bear,1,1,1,strong,weak,neutral,1,LONG,EMA50_RSI7_SK14SS3SD3_ATR21,32,20,0.625,0.875
bear,-1,-1,1,strong,strong,neutral,1,LONG,EMA21_RSI14_SK5SS3SD3_ATR7,24,15,0.625,0.875
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA21_RSI7_SK14SS3SD3_ATR21,104,65,0.625,0.875
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI21_SK5SS3SD3_ATR7,56,35,0.625,0.875
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA100_RSI7_SK5SS3SD3_ATR7,72,45,0.625,0.875
bull,1,1,1,strong,weak,expansion,1,LONG,EMA21_RSI7_SK5SS3SD3_ATR7,24,15,0.625,0.875
bear,-1,-1,1,strong,weak,neutral,1,LONG,EMA200_RSI21_SK14SS3SD3_ATR14,64,40,0.625,0.875
bull,1,1,1,weak,weak,neutral,-1,LONG,EMA21_RSI21_SK14SS3SD3_ATR21,24,15,0.625,0.875
bull,1,1,1,strong,weak,expansion,1,LONG,EMA200_RSI7_SK5SS3SD3_ATR7,24,15,0.625,0.875
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA21_RSI14_SK14SS3SD3_ATR14,117,73,0.6239,0.8718
bull,1,1,1,strong,strong,neutral,1,LONG,EMA21_RSI21_SK5SS3SD3_ATR14,154,96,0.6234,0.8701
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI21_SK5SS3SD3_ATR21,69,43,0.6232,0.8696
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA50_RSI21_SK14SS3SD3_ATR14,106,66,0.6226,0.8679
bear,-1,-1,1,strong,weak,neutral,1,LONG,EMA100_RSI14_SK14SS3SD3_ATR21,45,28,0.6222,0.8667
bull,1,1,0,weak,strong,neutral,1,SHORT,EMA50_RSI14_SK21SS5SD5_ATR14,45,28,0.6222,0.8667
bull,-1,-1,-1,weak,weak,expansion,-1,SHORT,EMA21_RSI21_SK21SS5SD5_ATR7,45,28,0.6222,0.8667
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA50_RSI7_SK21SS5SD5_ATR21,90,56,0.6222,0.8667
bull,1,1,0,strong,strong,neutral,-1,LONG,EMA200_RSI21_SK14SS3SD3_ATR21,45,28,0.6222,0.8667
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI7_SK5SS3SD3_ATR14,82,51,0.622,0.8659
bull,-1,-1,1,strong,weak,neutral,1,LONG,EMA100_RSI7_SK5SS3SD3_ATR7,37,23,0.6216,0.8649
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA21_RSI21_SK14SS3SD3_ATR7,111,69,0.6216,0.8649
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI14_SK5SS3SD3_ATR14,148,92,0.6216,0.8649
bull,1,1,0,strong,strong,neutral,-1,LONG,EMA200_RSI14_SK14SS3SD3_ATR21,66,41,0.6212,0.8636
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA100_RSI14_SK5SS3SD3_ATR14,95,59,0.6211,0.8632
bear,1,1,0,strong,weak,neutral,-1,LONG,EMA21_RSI7_SK14SS3SD3_ATR14,29,18,0.6207,0.8621
bear,-1,-1,0,weak,strong,neutral,1,SHORT,EMA50_RSI14_SK21SS5SD5_ATR14,29,18,0.6207,0.8621
bear,1,1,0,strong,weak,neutral,-1,LONG,EMA50_RSI7_SK21SS5SD5_ATR7,29,18,0.6207,0.8621
bear,1,1,1,strong,weak,neutral,1,LONG,EMA50_RSI7_SK14SS3SD3_ATR14,29,18,0.6207,0.8621
bear,-1,-1,0,weak,weak,neutral,1,SHORT,EMA100_RSI14_SK5SS3SD3_ATR14,29,18,0.6207,0.8621
bull,-1,-1,-1,strong,strong,neutral,-1,SHORT,EMA21_RSI7_SK21SS5SD5_ATR7,29,18,0.6207,0.8621
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA100_RSI7_SK5SS3SD3_ATR21,87,54,0.6207,0.8621
bear,-1,-1,0,strong,weak,neutral,-1,LONG,EMA200_RSI21_SK21SS5SD5_ATR21,29,18,0.6207,0.8621
bull,1,1,0,strong,strong,neutral,-1,LONG,EMA100_RSI14_SK14SS3SD3_ATR21,58,36,0.6207,0.8621
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA50_RSI7_SK5SS3SD3_ATR14,79,49,0.6203,0.8608
bull,1,1,0,overbought,strong,neutral,1,LONG,EMA50_RSI7_SK14SS3SD3_ATR14,50,31,0.62,0.86
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA21_RSI14_SK14SS3SD3_ATR7,100,62,0.62,0.86
bull,1,1,0,weak,strong,expansion,-1,SHORT,EMA200_RSI21_SK14SS3SD3_ATR14,21,13,0.619,0.8571
bear,-1,-1,-1,oversold,weak,neutral,-1,SHORT,EMA100_RSI7_SK14SS3SD3_ATR21,21,13,0.619,0.8571
bear,-1,-1,0,oversold,weak,neutral,-1,SHORT,EMA100_RSI7_SK21SS5SD5_ATR7,21,13,0.619,0.8571
bull,-1,-1,0,weak,weak,neutral,1,SHORT,EMA200_RSI14_SK21SS5SD5_ATR7,21,13,0.619,0.8571
bear,-1,-1,0,weak,oversold,neutral,-1,SHORT,EMA50_RSI14_SK14SS3SD3_ATR21,21,13,0.619,0.8571
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA50_RSI7_SK5SS3SD3_ATR21,84,52,0.619,0.8571
bear,-1,-1,0,strong,strong,expansion,1,LONG,EMA100_RSI21_SK5SS3SD3_ATR7,21,13,0.619,0.8571
bear,1,1,1,weak,weak,neutral,1,LONG,EMA21_RSI7_SK14SS3SD3_ATR7,21,13,0.619,0.8571
bull,-1,-1,0,overbought,strong,neutral,1,LONG,EMA21_RSI7_SK14SS3SD3_ATR7,21,13,0.619,0.8571
bear,-1,-1,0,weak,weak,neutral,1,SHORT,EMA200_RSI21_SK5SS3SD3_ATR7,21,13,0.619,0.8571
bull,1,1,1,weak,weak,neutral,-1,LONG,EMA50_RSI21_SK14SS3SD3_ATR14,21,13,0.619,0.8571
range,1,1,0,strong,strong,neutral,1,LONG,EMA21_RSI14_SK21SS5SD5_ATR7,21,13,0.619,0.8571
bull,1,1,0,strong,weak,neutral,-1,LONG,EMA200_RSI14_SK21SS5SD5_ATR21,63,39,0.619,0.8571
bear,-1,-1,0,weak,oversold,neutral,-1,SHORT,EMA50_RSI14_SK14SS3SD3_ATR14,21,13,0.619,0.8571
bear,-1,-1,0,oversold,weak,neutral,-1,SHORT,EMA200_RSI7_SK21SS5SD5_ATR7,21,13,0.619,0.8571
bear,-1,-1,-1,oversold,weak,neutral,-1,SHORT,EMA50_RSI7_SK14SS3SD3_ATR21,21,13,0.619,0.8571
bull,1,1,0,oversold,oversold,neutral,-1,SHORT,EMA100_RSI7_SK14SS3SD3_ATR14,21,13,0.619,0.8571
bear,-1,-1,0,oversold,weak,neutral,-1,SHORT,EMA200_RSI7_SK14SS3SD3_ATR21,42,26,0.619,0.8571
bear,1,1,0,strong,weak,neutral,-1,LONG,EMA21_RSI7_SK5SS3SD3_ATR21,21,13,0.619,0.8571
bull,1,1,0,oversold,oversold,neutral,-1,SHORT,EMA200_RSI7_SK14SS3SD3_ATR14,21,13,0.619,0.8571
bear,1,1,1,strong,weak,neutral,1,LONG,EMA100_RSI7_SK14SS3SD3_ATR14,21,13,0.619,0.8571
bull,1,1,1,strong,weak,expansion,1,LONG,EMA21_RSI21_SK5SS3SD3_ATR14,21,13,0.619,0.8571
bull,1,1,1,strong,overbought,neutral,1,LONG,EMA21_RSI21_SK14SS3SD3_ATR14,42,26,0.619,0.8571
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA21_RSI14_SK14SS3SD3_ATR21,42,26,0.619,0.8571
bear,-1,-1,-1,oversold,weak,neutral,-1,SHORT,EMA21_RSI7_SK14SS3SD3_ATR14,21,13,0.619,0.8571
bear,1,1,0,overbought,strong,neutral,1,LONG,EMA21_RSI7_SK14SS3SD3_ATR14,21,13,0.619,0.8571
bear,-1,-1,-1,oversold,weak,neutral,-1,SHORT,EMA200_RSI7_SK14SS3SD3_ATR14,21,13,0.619,0.8571
bull,1,1,1,strong,weak,expansion,1,LONG,EMA200_RSI21_SK5SS3SD3_ATR14,21,13,0.619,0.8571
bear,-1,-1,0,weak,oversold,neutral,-1,SHORT,EMA50_RSI14_SK14SS3SD3_ATR7,21,13,0.619,0.8571
bull,1,1,0,weak,strong,expansion,-1,LONG,EMA21_RSI21_SK5SS3SD3_ATR7,21,13,0.619,0.8571
bear,1,1,0,weak,strong,neutral,-1,SHORT,EMA200_RSI7_SK14SS3SD3_ATR7,21,13,0.619,0.8571
bear,1,1,0,overbought,strong,neutral,1,LONG,EMA21_RSI7_SK14SS3SD3_ATR21,21,13,0.619,0.8571
bear,-1,-1,0,weak,strong,neutral,1,SHORT,EMA21_RSI14_SK14SS3SD3_ATR14,21,13,0.619,0.8571
range,1,1,0,strong,strong,neutral,1,LONG,EMA50_RSI14_SK21SS5SD5_ATR7,21,13,0.619,0.8571
bull,1,1,0,strong,strong,neutral,-1,LONG,EMA21_RSI14_SK5SS3SD3_ATR7,42,26,0.619,0.8571
bear,-1,-1,0,weak,strong,neutral,1,SHORT,EMA21_RSI14_SK14SS3SD3_ATR21,21,13,0.619,0.8571
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA50_RSI14_SK14SS3SD3_ATR14,97,60,0.6186,0.8557
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA21_RSI14_SK14SS3SD3_ATR21,131,81,0.6183,0.855
bull,1,1,0,weak,weak,expansion,-1,SHORT,EMA200_RSI14_SK5SS3SD3_ATR7,55,34,0.6182,0.8545
bear,1,1,0,strong,weak,neutral,-1,LONG,EMA50_RSI7_SK21SS5SD5_ATR21,34,21,0.6176,0.8529
bear,-1,-1,1,strong,strong,neutral,1,LONG,EMA100_RSI7_SK5SS3SD3_ATR14,34,21,0.6176,0.8529
bull,-1,-1,0,oversold,weak,neutral,-1,SHORT,EMA50_RSI7_SK5SS3SD3_ATR7,34,21,0.6176,0.8529
bull,-1,-1,-1,strong,strong,neutral,-1,SHORT,EMA50_RSI7_SK5SS3SD3_ATR21,34,21,0.6176,0.8529
bull,-1,-1,-1,strong,strong,neutral,-1,SHORT,EMA50_RSI7_SK14SS3SD3_ATR21,34,21,0.6176,0.8529
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA21_RSI7_SK21SS5SD5_ATR21,115,71,0.6174,0.8522
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI14_SK5SS3SD3_ATR7,128,79,0.6172,0.8516
bull,1,1,0,weak,weak,expansion,-1,SHORT,EMA100_RSI14_SK5SS3SD3_ATR7,47,29,0.617,0.8511
bull,1,1,0,oversold,weak,neutral,-1,SHORT,EMA100_RSI7_SK5SS3SD3_ATR7,47,29,0.617,0.8511
bull,1,1,0,weak,weak,expansion,-1,SHORT,EMA50_RSI14_SK5SS3SD3_ATR7,47,29,0.617,0.8511
bear,-1,-1,1,strong,strong,neutral,1,LONG,EMA100_RSI14_SK5SS3SD3_ATR14,47,29,0.617,0.8511
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI14_SK5SS3SD3_ATR21,154,95,0.6169,0.8506
bull,1,1,0,weak,weak,expansion,-1,SHORT,EMA200_RSI21_SK5SS3SD3_ATR7,60,37,0.6167,0.85
bear,-1,-1,1,strong,strong,neutral,1,LONG,EMA200_RSI14_SK5SS3SD3_ATR14,60,37,0.6167,0.85
bull,1,1,1,strong,strong,neutral,1,LONG,EMA21_RSI21_SK5SS3SD3_ATR7,133,82,0.6165,0.8496
bull,1,1,1,strong,strong,neutral,1,LONG,EMA21_RSI21_SK5SS3SD3_ATR21,164,101,0.6159,0.8476
bull,1,1,0,strong,strong,neutral,-1,LONG,EMA200_RSI21_SK14SS3SD3_ATR7,39,24,0.6154,0.8462
bear,-1,-1,-1,weak,oversold,neutral,-1,SHORT,EMA200_RSI21_SK21SS5SD5_ATR21,26,16,0.6154,0.8462
bear,-1,-1,0,overbought,strong,neutral,1,LONG,EMA200_RSI7_SK14SS3SD3_ATR21,26,16,0.6154,0.8462
bull,-1,-1,-1,strong,strong,neutral,1,SHORT,EMA21_RSI21_SK14SS3SD3_ATR7,26,16,0.6154,0.8462
bull,1,1,0,oversold,weak,neutral,-1,SHORT,EMA100_RSI7_SK14SS3SD3_ATR14,52,32,0.6154,0.8462
bull,1,1,-1,oversold,weak,neutral,-1,SHORT,EMA200_RSI7_SK21SS5SD5_ATR14,26,16,0.6154,0.8462
bull,-1,-1,0,oversold,oversold,neutral,-1,SHORT,EMA21_RSI7_SK21SS5SD5_ATR14,26,16,0.6154,0.8462
bull,1,1,0,weak,strong,expansion,-1,SHORT,EMA100_RSI7_SK14SS3SD3_ATR7,26,16,0.6154,0.8462
bull,-1,-1,-1,strong,strong,neutral,1,SHORT,EMA21_RSI21_SK14SS3SD3_ATR14,26,16,0.6154,0.8462
bear,-1,-1,0,weak,weak,expansion,-1,SHORT,EMA21_RSI21_SK5SS3SD3_ATR7,26,16,0.6154,0.8462
bull,1,1,0,weak,strong,neutral,1,SHORT,EMA21_RSI14_SK21SS5SD5_ATR14,39,24,0.6154,0.8462
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA21_RSI14_SK5SS3SD3_ATR14,91,56,0.6154,0.8462
bull,-1,-1,-1,strong,strong,neutral,1,SHORT,EMA21_RSI21_SK14SS3SD3_ATR21,26,16,0.6154,0.8462
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA50_RSI14_SK5SS3SD3_ATR14,91,56,0.6154,0.8462
bull,-1,-1,0,strong,weak,neutral,-1,LONG,EMA50_RSI14_SK21SS5SD5_ATR14,26,16,0.6154,0.8462
bull,1,1,1,strong,overbought,neutral,1,LONG,EMA21_RSI21_SK14SS3SD3_ATR7,39,24,0.6154,0.8462
bull,1,1,1,overbought,overbought,neutral,1,LONG,EMA50_RSI7_SK21SS5SD5_ATR21,39,24,0.6154,0.8462
bear,-1,-1,0,weak,weak,expansion,-1,SHORT,EMA50_RSI14_SK5SS3SD3_ATR7,26,16,0.6154,0.8462
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI14_SK5SS3SD3_ATR7,52,32,0.6154,0.8462
bull,-1,-1,-1,strong,strong,neutral,1,SHORT,EMA21_RSI14_SK14SS3SD3_ATR21,26,16,0.6154,0.8462
bull,1,1,0,weak,strong,expansion,-1,SHORT,EMA50_RSI7_SK21SS5SD5_ATR7,26,16,0.6154,0.8462
bull,1,1,0,oversold,weak,neutral,-1,SHORT,EMA200_RSI7_SK5SS3SD3_ATR7,52,32,0.6154,0.8462
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI14_SK5SS3SD3_ATR21,65,40,0.6154,0.8462
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA50_RSI14_SK14SS3SD3_ATR21,109,67,0.6147,0.844
bull,1,1,0,weak,strong,neutral,1,SHORT,EMA21_RSI14_SK21SS5SD5_ATR21,44,27,0.6136,0.8409
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA21_RSI14_SK21SS5SD5_ATR14,132,81,0.6136,0.8409
bull,1,1,-1,weak,weak,neutral,-1,SHORT,EMA50_RSI21_SK5SS3SD3_ATR7,44,27,0.6136,0.8409
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI21_SK5SS3SD3_ATR14,163,100,0.6135,0.8405
bull,1,1,-1,weak,weak,neutral,-1,SHORT,EMA200_RSI7_SK21SS5SD5_ATR7,106,65,0.6132,0.8396
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA50_RSI14_SK21SS5SD5_ATR14,106,65,0.6132,0.8396
bull,1,1,1,weak,weak,neutral,-1,LONG,EMA21_RSI7_SK14SS3SD3_ATR21,31,19,0.6129,0.8387
bull,-1,-1,-1,strong,strong,neutral,-1,SHORT,EMA50_RSI7_SK5SS3SD3_ATR7,31,19,0.6129,0.8387
bear,1,1,0,strong,weak,neutral,-1,LONG,EMA50_RSI7_SK21SS5SD5_ATR14,31,19,0.6129,0.8387
bear,-1,-1,0,weak,weak,expansion,-1,SHORT,EMA50_RSI21_SK5SS3SD3_ATR7,31,19,0.6129,0.8387
bull,-1,-1,-1,strong,strong,neutral,1,SHORT,EMA21_RSI14_SK5SS3SD3_ATR14,31,19,0.6129,0.8387
bull,1,1,0,weak,weak,neutral,1,SHORT,EMA200_RSI21_SK5SS3SD3_ATR14,31,19,0.6129,0.8387
bear,-1,-1,1,strong,strong,neutral,1,LONG,EMA100_RSI7_SK5SS3SD3_ATR7,31,19,0.6129,0.8387
bull,1,1,1,weak,weak,neutral,-1,LONG,EMA50_RSI7_SK21SS5SD5_ATR14,31,19,0.6129,0.8387
bear,-1,-1,0,weak,strong,neutral,1,SHORT,EMA21_RSI14_SK21SS5SD5_ATR21,31,19,0.6129,0.8387
bull,1,1,-1,weak,weak,neutral,-1,SHORT,EMA100_RSI7_SK21SS5SD5_ATR7,93,57,0.6129,0.8387
bear,-1,-1,0,weak,strong,neutral,1,SHORT,EMA50_RSI7_SK21SS5SD5_ATR14,49,30,0.6122,0.8367
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI7_SK5SS3SD3_ATR14,49,30,0.6122,0.8367
bear,-1,-1,1,strong,strong,neutral,1,LONG,EMA100_RSI14_SK5SS3SD3_ATR21,49,30,0.6122,0.8367
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA21_RSI14_SK21SS5SD5_ATR7,116,71,0.6121,0.8362
bull,1,1,0,weak,strong,neutral,1,SHORT,EMA200_RSI14_SK21SS5SD5_ATR21,67,41,0.6119,0.8358
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI21_SK5SS3SD3_ATR21,170,104,0.6118,0.8353
bull,1,1,-1,weak,weak,neutral,-1,SHORT,EMA50_RSI7_SK5SS3SD3_ATR14,36,22,0.6111,0.8333
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA200_RSI7_SK14SS3SD3_ATR7,36,22,0.6111,0.8333
bull,1,1,0,strong,strong,neutral,-1,LONG,EMA50_RSI14_SK14SS3SD3_ATR7,36,22,0.6111,0.8333
bear,-1,-1,0,oversold,weak,neutral,-1,SHORT,EMA21_RSI7_SK5SS3SD3_ATR7,36,22,0.6111,0.8333
bull,-1,-1,0,weak,weak,expansion,-1,SHORT,EMA100_RSI14_SK5SS3SD3_ATR7,36,22,0.6111,0.8333
bull,-1,-1,0,strong,weak,neutral,-1,LONG,EMA200_RSI7_SK21SS5SD5_ATR14,36,22,0.6111,0.8333
bear,-1,-1,1,strong,weak,neutral,1,LONG,EMA50_RSI21_SK14SS3SD3_ATR14,36,22,0.6111,0.8333
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA100_RSI21_SK14SS3SD3_ATR7,72,44,0.6111,0.8333
bear,-1,-1,1,strong,strong,neutral,1,LONG,EMA100_RSI7_SK5SS3SD3_ATR21,36,22,0.6111,0.8333
bull,1,1,0,strong,strong,neutral,-1,LONG,EMA21_RSI21_SK14SS3SD3_ATR14,36,22,0.6111,0.8333
bull,-1,-1,0,weak,weak,expansion,-1,SHORT,EMA50_RSI14_SK5SS3SD3_ATR7,36,22,0.6111,0.8333
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA50_RSI21_SK21SS5SD5_ATR14,113,69,0.6106,0.8319
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA21_RSI7_SK5SS3SD3_ATR14,77,47,0.6104,0.8312
bull,1,1,0,strong,weak,neutral,-1,LONG,EMA100_RSI14_SK21SS5SD5_ATR21,59,36,0.6102,0.8305
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA21_RSI21_SK21SS5SD5_ATR14,141,86,0.6099,0.8298
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA200_RSI7_SK14SS3SD3_ATR14,41,25,0.6098,0.8293
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI7_SK5SS3SD3_ATR7,41,25,0.6098,0.8293
bear,-1,-1,0,oversold,weak,neutral,-1,SHORT,EMA100_RSI7_SK14SS3SD3_ATR21,41,25,0.6098,0.8293
bull,-1,-1,0,weak,weak,expansion,-1,SHORT,EMA100_RSI21_SK5SS3SD3_ATR7,41,25,0.6098,0.8293
bull,1,1,1,overbought,overbought,neutral,1,LONG,EMA100_RSI7_SK21SS5SD5_ATR21,41,25,0.6098,0.8293
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA50_RSI21_SK21SS5SD5_ATR21,128,78,0.6094,0.8281
bear,-1,-1,1,strong,strong,neutral,1,LONG,EMA21_RSI7_SK5SS3SD3_ATR21,23,14,0.6087,0.8261
bear,1,1,0,weak,strong,neutral,-1,SHORT,EMA200_RSI7_SK14SS3SD3_ATR21,23,14,0.6087,0.8261
bear,1,1,0,weak,strong,neutral,-1,SHORT,EMA200_RSI7_SK14SS3SD3_ATR14,23,14,0.6087,0.8261
bull,-1,-1,0,strong,strong,neutral,-1,LONG,EMA100_RSI14_SK14SS3SD3_ATR21,23,14,0.6087,0.8261
bull,-1,-1,0,weak,weak,neutral,1,SHORT,EMA21_RSI21_SK14SS3SD3_ATR7,23,14,0.6087,0.8261
range,1,1,0,strong,strong,neutral,1,LONG,EMA21_RSI14_SK21SS5SD5_ATR21,23,14,0.6087,0.8261
bull,-1,-1,0,weak,strong,expansion,-1,SHORT,EMA50_RSI14_SK5SS3SD3_ATR14,23,14,0.6087,0.8261
bull,1,1,1,weak,weak,neutral,1,LONG,EMA100_RSI14_SK21SS5SD5_ATR14,23,14,0.6087,0.8261
range,1,1,0,strong,strong,neutral,1,LONG,EMA50_RSI14_SK21SS5SD5_ATR21,23,14,0.6087,0.8261
bull,1,1,1,weak,weak,neutral,-1,LONG,EMA50_RSI14_SK21SS5SD5_ATR7,23,14,0.6087,0.8261
bear,1,1,-1,weak,strong,neutral,-1,SHORT,EMA50_RSI21_SK5SS3SD3_ATR7,23,14,0.6087,0.8261
bear,-1,-1,0,overbought,strong,neutral,1,LONG,EMA200_RSI7_SK21SS5SD5_ATR21,23,14,0.6087,0.8261
bull,1,1,1,weak,weak,neutral,-1,LONG,EMA50_RSI21_SK14SS3SD3_ATR21,23,14,0.6087,0.8261
bull,1,1,0,weak,weak,neutral,1,SHORT,EMA100_RSI21_SK14SS3SD3_ATR7,23,14,0.6087,0.8261
bull,1,1,1,strong,strong,compression,1,LONG,EMA100_RSI21_SK21SS5SD5_ATR7,23,14,0.6087,0.8261
bear,-1,-1,-1,weak,oversold,neutral,-1,SHORT,EMA200_RSI14_SK21SS5SD5_ATR21,23,14,0.6087,0.8261
bear,-1,-1,-1,weak,oversold,neutral,-1,SHORT,EMA200_RSI14_SK21SS5SD5_ATR14,23,14,0.6087,0.8261
bull,1,1,1,weak,weak,neutral,1,LONG,EMA100_RSI14_SK21SS5SD5_ATR21,23,14,0.6087,0.8261
bear,-1,-1,-1,oversold,weak,neutral,-1,SHORT,EMA21_RSI7_SK14SS3SD3_ATR21,23,14,0.6087,0.8261
bull,1,1,0,overbought,strong,neutral,1,LONG,EMA21_RSI7_SK14SS3SD3_ATR14,51,31,0.6078,0.8235
bull,1,1,1,weak,weak,neutral,1,LONG,EMA50_RSI7_SK14SS3SD3_ATR7,51,31,0.6078,0.8235
bull,1,1,-1,weak,weak,neutral,-1,SHORT,EMA100_RSI7_SK14SS3SD3_ATR7,79,48,0.6076,0.8228
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA21_RSI21_SK21SS5SD5_ATR21,163,99,0.6074,0.8221
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA200_RSI21_SK14SS3SD3_ATR14,56,34,0.6071,0.8214
bear,1,1,0,overbought,strong,neutral,1,LONG,EMA21_RSI7_SK5SS3SD3_ATR14,28,17,0.6071,0.8214
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI21_SK5SS3SD3_ATR7,140,85,0.6071,0.8214
bull,1,1,1,strong,weak,expansion,1,LONG,EMA21_RSI14_SK5SS3SD3_ATR7,28,17,0.6071,0.8214
bull,-1,-1,0,weak,weak,expansion,-1,SHORT,EMA200_RSI14_SK5SS3SD3_ATR7,28,17,0.6071,0.8214
bull,-1,-1,0,overbought,strong,neutral,1,LONG,EMA50_RSI7_SK14SS3SD3_ATR21,28,17,0.6071,0.8214
bull,1,1,1,strong,weak,expansion,1,LONG,EMA100_RSI14_SK5SS3SD3_ATR7,28,17,0.6071,0.8214
bear,-1,-1,0,weak,oversold,neutral,-1,SHORT,EMA21_RSI21_SK14SS3SD3_ATR14,28,17,0.6071,0.8214
bear,-1,-1,0,weak,oversold,neutral,-1,SHORT,EMA21_RSI21_SK14SS3SD3_ATR21,28,17,0.6071,0.8214
bull,-1,-1,-1,strong,strong,neutral,-1,SHORT,EMA100_RSI7_SK5SS3SD3_ATR21,28,17,0.6071,0.8214
bull,1,1,1,weak,weak,neutral,1,LONG,EMA50_RSI14_SK5SS3SD3_ATR14,28,17,0.6071,0.8214
bull,-1,-1,-1,weak,weak,expansion,-1,SHORT,EMA50_RSI14_SK21SS5SD5_ATR7,28,17,0.6071,0.8214
bull,1,1,0,strong,weak,neutral,-1,LONG,EMA200_RSI14_SK21SS5SD5_ATR14,56,34,0.6071,0.8214
bull,1,1,1,strong,weak,expansion,1,LONG,EMA200_RSI14_SK5SS3SD3_ATR7,28,17,0.6071,0.8214
bull,1,1,1,weak,weak,neutral,1,LONG,EMA50_RSI14_SK5SS3SD3_ATR21,28,17,0.6071,0.8214
