regime,ema_state,ema_slope,swing,rsi_state,stoch_state,atr_state,vwap_state,direction,params,n,wins,wr,exp_R
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA100_RSI14_SK14SS3SD3_ATR14,83,57,0.6867,1.0602
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA50_RSI7_SK21SS5SD5_ATR21,51,35,0.6863,1.0588
bull,-1,-1,0,oversold,weak,neutral,-1,SHORT,EMA21_RSI7_SK5SS3SD3_ATR14,51,35,0.6863,1.0588
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA100_RSI21_SK21SS5SD5_ATR7,35,24,0.6857,1.0571
bull,1,1,0,overbought,strong,neutral,1,LONG,EMA100_RSI7_SK21SS5SD5_ATR14,35,24,0.6857,1.0571
bull,1,1,-1,weak,weak,neutral,-1,SHORT,EMA100_RSI7_SK5SS3SD3_ATR21,57,39,0.6842,1.0526
bear,-1,-1,0,overbought,strong,neutral,1,LONG,EMA200_RSI7_SK5SS3SD3_ATR21,38,26,0.6842,1.0526
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA21_RSI21_SK21SS5SD5_ATR7,38,26,0.6842,1.0526
bull,1,1,1,overbought,strong,neutral,1,LONG,EMA200_RSI7_SK14SS3SD3_ATR21,38,26,0.6842,1.0526
bull,1,1,1,strong,weak,neutral,1,LONG,EMA200_RSI7_SK14SS3SD3_ATR21,98,67,0.6837,1.051
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA21_RSI14_SK21SS5SD5_ATR7,60,41,0.6833,1.05
bull,1,1,0,oversold,weak,neutral,-1,SHORT,EMA100_RSI7_SK5SS3SD3_ATR14,63,43,0.6825,1.0476
bull,-1,-1,0,weak,strong,expansion,-1,SHORT,EMA21_RSI7_SK5SS3SD3_ATR14,22,15,0.6818,1.0455
bull,1,1,0,weak,strong,expansion,-1,SHORT,EMA200_RSI21_SK21SS5SD5_ATR14,22,15,0.6818,1.0455
bull,1,1,1,overbought,strong,expansion,1,LONG,EMA21_RSI7_SK21SS5SD5_ATR7,22,15,0.6818,1.0455
bull,1,1,1,overbought,overbought,neutral,1,LONG,EMA50_RSI14_SK14SS3SD3_ATR21,22,15,0.6818,1.0455
bull,1,1,1,weak,weak,neutral,1,LONG,EMA50_RSI14_SK21SS5SD5_ATR14,22,15,0.6818,1.0455
bull,-1,-1,-1,strong,strong,neutral,1,SHORT,EMA50_RSI14_SK21SS5SD5_ATR21,22,15,0.6818,1.0455
bear,-1,-1,0,overbought,overbought,neutral,1,LONG,EMA200_RSI7_SK21SS5SD5_ATR21,22,15,0.6818,1.0455
bull,1,1,1,weak,weak,neutral,1,LONG,EMA50_RSI14_SK21SS5SD5_ATR21,22,15,0.6818,1.0455
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA200_RSI21_SK5SS3SD3_ATR7,22,15,0.6818,1.0455
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI21_SK14SS3SD3_ATR14,110,75,0.6818,1.0455
bull,1,1,1,strong,weak,expansion,1,LONG,EMA50_RSI7_SK5SS3SD3_ATR7,22,15,0.6818,1.0455
bull,1,1,1,weak,weak,neutral,-1,LONG,EMA200_RSI7_SK14SS3SD3_ATR7,22,15,0.6818,1.0455
bear,-1,-1,0,weak,weak,neutral,1,SHORT,EMA21_RSI14_SK5SS3SD3_ATR14,22,15,0.6818,1.0455
bear,-1,-1,-1,oversold,weak,neutral,-1,SHORT,EMA100_RSI7_SK5SS3SD3_ATR21,22,15,0.6818,1.0455
bear,-1,-1,-1,oversold,weak,neutral,-1,SHORT,EMA200_RSI7_SK5SS3SD3_ATR21,22,15,0.6818,1.0455
bear,-1,-1,-1,oversold,weak,neutral,-1,SHORT,EMA50_RSI7_SK5SS3SD3_ATR21,22,15,0.6818,1.0455
bear,1,1,1,strong,weak,neutral,1,LONG,EMA50_RSI14_SK21SS5SD5_ATR14,22,15,0.6818,1.0455
bull,-1,-1,-1,strong,strong,neutral,1,SHORT,EMA50_RSI7_SK21SS5SD5_ATR21,22,15,0.6818,1.0455
bear,-1,-1,1,strong,weak,neutral,1,LONG,EMA200_RSI7_SK14SS3SD3_ATR21,44,30,0.6818,1.0455
bull,1,1,1,weak,weak,neutral,-1,LONG,EMA100_RSI7_SK14SS3SD3_ATR7,22,15,0.6818,1.0455
bull,1,1,0,weak,strong,expansion,-1,SHORT,EMA100_RSI21_SK21SS5SD5_ATR14,22,15,0.6818,1.0455
bear,-1,-1,1,overbought,strong,neutral,1,LONG,EMA200_RSI7_SK14SS3SD3_ATR21,22,15,0.6818,1.0455
bull,-1,-1,0,overbought,strong,neutral,1,LONG,EMA100_RSI7_SK14SS3SD3_ATR14,22,15,0.6818,1.0455
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA21_RSI21_SK21SS5SD5_ATR7,69,47,0.6812,1.0435
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA50_RSI14_SK14SS3SD3_ATR7,47,32,0.6809,1.0426
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA50_RSI21_SK14SS3SD3_ATR7,72,49,0.6806,1.0417
bull,1,1,0,weak,weak,neutral,1,SHORT,EMA50_RSI21_SK5SS3SD3_ATR14,25,17,0.68,1.04
bull,-1,-1,0,weak,weak,neutral,1,SHORT,EMA200_RSI14_SK14SS3SD3_ATR21,25,17,0.68,1.04
bear,-1,-1,0,weak,weak,neutral,1,SHORT,EMA100_RSI14_SK5SS3SD3_ATR7,25,17,0.68,1.04
bear,1,1,1,strong,weak,neutral,1,LONG,EMA50_RSI14_SK21SS5SD5_ATR21,25,17,0.68,1.04
bull,-1,-1,0,overbought,strong,neutral,1,LONG,EMA50_RSI7_SK21SS5SD5_ATR21,25,17,0.68,1.04
bull,1,1,1,overbought,overbought,neutral,1,LONG,EMA21_RSI14_SK14SS3SD3_ATR21,25,17,0.68,1.04
bear,-1,-1,0,weak,oversold,neutral,-1,SHORT,EMA50_RSI21_SK14SS3SD3_ATR7,25,17,0.68,1.04
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI21_SK21SS5SD5_ATR7,25,17,0.68,1.04
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA21_RSI21_SK21SS5SD5_ATR14,25,17,0.68,1.04
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA100_RSI21_SK21SS5SD5_ATR7,50,34,0.68,1.04
bear,-1,-1,0,weak,weak,neutral,1,SHORT,EMA50_RSI14_SK5SS3SD3_ATR14,25,17,0.68,1.04
bear,-1,-1,1,overbought,strong,neutral,1,LONG,EMA200_RSI7_SK5SS3SD3_ATR21,25,17,0.68,1.04
bull,1,1,1,strong,weak,neutral,1,LONG,EMA21_RSI14_SK14SS3SD3_ATR21,128,87,0.6797,1.0391
bull,1,1,1,strong,weak,neutral,1,LONG,EMA50_RSI21_SK14SS3SD3_ATR7,103,70,0.6796,1.0388
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI7_SK14SS3SD3_ATR21,53,36,0.6792,1.0377
bull,-1,-1,0,weak,weak,neutral,1,SHORT,EMA50_RSI14_SK14SS3SD3_ATR7,28,19,0.6786,1.0357
bear,-1,-1,1,strong,strong,neutral,1,LONG,EMA50_RSI7_SK5SS3SD3_ATR21,28,19,0.6786,1.0357
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI7_SK14SS3SD3_ATR14,28,19,0.6786,1.0357
bull,1,1,1,strong,weak,expansion,1,LONG,EMA50_RSI21_SK5SS3SD3_ATR7,28,19,0.6786,1.0357
bear,1,1,0,strong,weak,neutral,-1,LONG,EMA21_RSI7_SK21SS5SD5_ATR7,28,19,0.6786,1.0357
bear,-1,-1,0,oversold,weak,neutral,-1,SHORT,EMA200_RSI7_SK21SS5SD5_ATR14,28,19,0.6786,1.0357
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI14_SK21SS5SD5_ATR21,28,19,0.6786,1.0357
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA21_RSI14_SK21SS5SD5_ATR21,28,19,0.6786,1.0357
bull,-1,-1,0,oversold,oversold,neutral,-1,SHORT,EMA50_RSI7_SK21SS5SD5_ATR21,28,19,0.6786,1.0357
bear,1,1,1,strong,weak,neutral,1,LONG,EMA100_RSI21_SK14SS3SD3_ATR7,28,19,0.6786,1.0357
bull,-1,-1,-1,weak,weak,expansion,-1,SHORT,EMA100_RSI21_SK5SS3SD3_ATR7,28,19,0.6786,1.0357
bull,-1,-1,0,weak,weak,expansion,-1,SHORT,EMA21_RSI21_SK5SS3SD3_ATR7,59,40,0.678,1.0339
bull,1,1,1,strong,weak,neutral,1,LONG,EMA200_RSI14_SK14SS3SD3_ATR14,121,82,0.6777,1.0331
bull,1,1,1,overbought,strong,neutral,1,LONG,EMA21_RSI7_SK14SS3SD3_ATR14,31,21,0.6774,1.0323
bull,1,1,1,overbought,overbought,neutral,1,LONG,EMA100_RSI7_SK21SS5SD5_ATR7,31,21,0.6774,1.0323
bear,1,1,0,strong,weak,neutral,-1,LONG,EMA21_RSI7_SK21SS5SD5_ATR14,31,21,0.6774,1.0323
bull,1,1,-1,weak,weak,neutral,-1,SHORT,EMA50_RSI7_SK5SS3SD3_ATR7,31,21,0.6774,1.0323
bear,-1,-1,1,strong,weak,neutral,1,LONG,EMA50_RSI14_SK14SS3SD3_ATR7,31,21,0.6774,1.0323
bull,1,1,1,strong,weak,neutral,1,LONG,EMA50_RSI21_SK14SS3SD3_ATR14,130,88,0.6769,1.0308
bull,1,1,1,weak,weak,neutral,1,LONG,EMA100_RSI7_SK21SS5SD5_ATR14,34,23,0.6765,1.0294
bull,1,1,0,weak,strong,expansion,-1,SHORT,EMA100_RSI14_SK21SS5SD5_ATR7,34,23,0.6765,1.0294
bull,1,1,1,weak,weak,neutral,1,LONG,EMA100_RSI7_SK21SS5SD5_ATR21,34,23,0.6765,1.0294
bear,1,1,0,strong,weak,neutral,-1,LONG,EMA21_RSI7_SK21SS5SD5_ATR21,34,23,0.6765,1.0294
bear,-1,-1,1,strong,weak,neutral,1,LONG,EMA100_RSI7_SK14SS3SD3_ATR14,34,23,0.6765,1.0294
bear,-1,-1,1,strong,weak,neutral,1,LONG,EMA100_RSI7_SK14SS3SD3_ATR21,34,23,0.6765,1.0294
bear,-1,-1,0,weak,strong,neutral,1,SHORT,EMA50_RSI7_SK14SS3SD3_ATR7,34,23,0.6765,1.0294
bull,1,1,0,oversold,weak,neutral,-1,SHORT,EMA200_RSI7_SK5SS3SD3_ATR14,68,46,0.6765,1.0294
bull,1,1,0,strong,strong,neutral,-1,LONG,EMA21_RSI14_SK14SS3SD3_ATR7,34,23,0.6765,1.0294
bull,1,1,0,oversold,weak,neutral,-1,SHORT,EMA21_RSI7_SK21SS5SD5_ATR21,34,23,0.6765,1.0294
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI21_SK21SS5SD5_ATR21,34,23,0.6765,1.0294
bear,-1,-1,1,strong,strong,neutral,1,LONG,EMA50_RSI14_SK5SS3SD3_ATR14,37,25,0.6757,1.027
bull,1,1,0,oversold,weak,neutral,-1,SHORT,EMA21_RSI7_SK5SS3SD3_ATR7,37,25,0.6757,1.027
bear,-1,-1,0,overbought,strong,neutral,1,LONG,EMA200_RSI7_SK5SS3SD3_ATR14,37,25,0.6757,1.027
bear,-1,-1,1,strong,strong,neutral,1,LONG,EMA50_RSI21_SK5SS3SD3_ATR14,37,25,0.6757,1.027
bear,1,1,1,strong,weak,neutral,1,LONG,EMA21_RSI7_SK14SS3SD3_ATR14,37,25,0.6757,1.027
bear,-1,-1,0,oversold,weak,neutral,-1,SHORT,EMA21_RSI7_SK14SS3SD3_ATR21,40,27,0.675,1.025
bear,1,1,1,strong,weak,neutral,1,LONG,EMA21_RSI7_SK14SS3SD3_ATR21,40,27,0.675,1.025
bull,1,1,1,overbought,overbought,neutral,1,LONG,EMA21_RSI7_SK21SS5SD5_ATR21,40,27,0.675,1.025
bull,1,1,0,oversold,weak,neutral,-1,SHORT,EMA50_RSI7_SK21SS5SD5_ATR14,40,27,0.675,1.025
bull,-1,-1,0,oversold,weak,neutral,-1,SHORT,EMA50_RSI7_SK5SS3SD3_ATR14,43,29,0.6744,1.0233
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA100_RSI7_SK14SS3SD3_ATR14,43,29,0.6744,1.0233
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA50_RSI7_SK14SS3SD3_ATR14,43,29,0.6744,1.0233
bull,1,1,-1,weak,weak,neutral,-1,SHORT,EMA200_RSI21_SK5SS3SD3_ATR14,89,60,0.6742,1.0225
bull,1,1,0,overbought,strong,neutral,1,LONG,EMA200_RSI7_SK21SS5SD5_ATR21,46,31,0.6739,1.0217
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI21_SK21SS5SD5_ATR21,46,31,0.6739,1.0217
bear,-1,-1,0,oversold,weak,neutral,-1,SHORT,EMA50_RSI7_SK5SS3SD3_ATR21,49,33,0.6735,1.0204
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA50_RSI14_SK5SS3SD3_ATR7,49,33,0.6735,1.0204
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA100_RSI21_SK5SS3SD3_ATR21,55,37,0.6727,1.0182
bull,1,1,1,strong,weak,neutral,1,LONG,EMA21_RSI21_SK14SS3SD3_ATR7,110,74,0.6727,1.0182
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA50_RSI14_SK14SS3SD3_ATR7,64,43,0.6719,1.0156
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA50_RSI14_SK14SS3SD3_ATR21,64,43,0.6719,1.0156
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA21_RSI21_SK14SS3SD3_ATR21,67,45,0.6716,1.0149
bull,1,1,1,strong,weak,neutral,1,LONG,EMA50_RSI21_SK14SS3SD3_ATR21,134,90,0.6716,1.0149
bull,1,1,-1,weak,weak,neutral,-1,SHORT,EMA100_RSI21_SK5SS3SD3_ATR14,76,51,0.6711,1.0132
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA50_RSI7_SK5SS3SD3_ATR21,100,67,0.67,1.01
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA21_RSI7_SK5SS3SD3_ATR7,103,69,0.6699,1.0097
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA21_RSI7_SK5SS3SD3_ATR21,130,87,0.6692,1.0077
bull,-1,-1,-1,strong,strong,neutral,-1,SHORT,EMA100_RSI7_SK14SS3SD3_ATR7,24,16,0.6667,1.0
bull,1,1,-1,oversold,weak,neutral,-1,SHORT,EMA100_RSI7_SK5SS3SD3_ATR14,24,16,0.6667,1.0
bull,1,1,1,overbought,strong,neutral,1,LONG,EMA100_RSI7_SK14SS3SD3_ATR14,33,22,0.6667,1.0
bull,-1,-1,0,oversold,oversold,neutral,-1,SHORT,EMA21_RSI7_SK21SS5SD5_ATR21,30,20,0.6667,1.0
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA21_RSI21_SK21SS5SD5_ATR21,45,30,0.6667,1.0
bull,1,1,1,weak,weak,neutral,-1,LONG,EMA21_RSI7_SK21SS5SD5_ATR7,24,16,0.6667,1.0
bear,1,1,1,strong,weak,neutral,1,LONG,EMA50_RSI21_SK14SS3SD3_ATR7,36,24,0.6667,1.0
bull,1,1,1,overbought,strong,neutral,1,LONG,EMA50_RSI7_SK14SS3SD3_ATR14,33,22,0.6667,1.0
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA50_RSI7_SK14SS3SD3_ATR21,48,32,0.6667,1.0
bull,-1,-1,-1,oversold,weak,neutral,-1,SHORT,EMA50_RSI7_SK14SS3SD3_ATR14,33,22,0.6667,1.0
bull,-1,-1,-1,weak,weak,expansion,-1,SHORT,EMA50_RSI21_SK14SS3SD3_ATR14,27,18,0.6667,1.0
bull,-1,-1,1,strong,weak,neutral,1,LONG,EMA50_RSI7_SK14SS3SD3_ATR14,24,16,0.6667,1.0
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA100_RSI7_SK14SS3SD3_ATR21,48,32,0.6667,1.0
bull,1,1,0,overbought,strong,neutral,1,LONG,EMA21_RSI7_SK21SS5SD5_ATR7,27,18,0.6667,1.0
bear,-1,-1,0,overbought,overbought,neutral,1,LONG,EMA200_RSI7_SK21SS5SD5_ATR14,21,14,0.6667,1.0
bull,-1,-1,-1,weak,strong,expansion,-1,SHORT,EMA21_RSI14_SK5SS3SD3_ATR7,24,16,0.6667,1.0
bull,1,1,0,oversold,oversold,neutral,-1,SHORT,EMA200_RSI7_SK14SS3SD3_ATR21,24,16,0.6667,1.0
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA50_RSI21_SK21SS5SD5_ATR7,36,24,0.6667,1.0
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI21_SK14SS3SD3_ATR14,42,28,0.6667,1.0
bear,-1,-1,-1,strong,strong,neutral,1,SHORT,EMA200_RSI21_SK14SS3SD3_ATR14,21,14,0.6667,1.0
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA100_RSI21_SK21SS5SD5_ATR21,42,28,0.6667,1.0
bear,-1,-1,0,overbought,strong,neutral,1,LONG,EMA100_RSI7_SK5SS3SD3_ATR21,33,22,0.6667,1.0
bull,-1,-1,0,weak,strong,expansion,-1,SHORT,EMA50_RSI7_SK5SS3SD3_ATR14,21,14,0.6667,1.0
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA100_RSI21_SK21SS5SD5_ATR21,72,48,0.6667,1.0
bull,-1,-1,-1,oversold,weak,neutral,-1,SHORT,EMA21_RSI14_SK14SS3SD3_ATR14,21,14,0.6667,1.0
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA100_RSI7_SK5SS3SD3_ATR21,69,46,0.6667,1.0
range,1,1,0,strong,strong,neutral,1,LONG,EMA21_RSI7_SK21SS5SD5_ATR21,21,14,0.6667,1.0
bear,-1,-1,1,overbought,strong,neutral,1,LONG,EMA200_RSI7_SK14SS3SD3_ATR14,21,14,0.6667,1.0
bear,-1,-1,1,overbought,strong,neutral,1,LONG,EMA200_RSI7_SK5SS3SD3_ATR14,24,16,0.6667,1.0
bear,-1,-1,0,oversold,weak,neutral,-1,SHORT,EMA21_RSI7_SK21SS5SD5_ATR7,21,14,0.6667,1.0
bull,1,1,1,weak,weak,neutral,-1,LONG,EMA200_RSI14_SK14SS3SD3_ATR7,21,14,0.6667,1.0
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA200_RSI14_SK5SS3SD3_ATR21,33,22,0.6667,1.0
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA100_RSI21_SK5SS3SD3_ATR7,33,22,0.6667,1.0
bull,-1,-1,0,oversold,weak,neutral,-1,SHORT,EMA50_RSI7_SK21SS5SD5_ATR7,21,14,0.6667,1.0
bull,-1,-1,-1,strong,strong,neutral,1,SHORT,EMA50_RSI14_SK21SS5SD5_ATR14,21,14,0.6667,1.0
bull,1,1,1,overbought,overbought,neutral,1,LONG,EMA50_RSI14_SK21SS5SD5_ATR14,24,16,0.6667,1.0
bull,-1,-1,-1,weak,weak,expansion,-1,SHORT,EMA100_RSI21_SK14SS3SD3_ATR7,30,20,0.6667,1.0
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA100_RSI14_SK14SS3SD3_ATR21,90,60,0.6667,1.0
bull,-1,-1,0,strong,strong,neutral,-1,LONG,EMA100_RSI14_SK14SS3SD3_ATR14,21,14,0.6667,1.0
range,1,1,0,strong,strong,neutral,1,LONG,EMA50_RSI7_SK21SS5SD5_ATR14,21,14,0.6667,1.0
bull,1,1,1,weak,weak,neutral,-1,LONG,EMA100_RSI14_SK14SS3SD3_ATR7,21,14,0.6667,1.0
bull,-1,-1,-1,oversold,weak,neutral,-1,SHORT,EMA50_RSI7_SK21SS5SD5_ATR14,27,18,0.6667,1.0
bull,1,1,0,weak,strong,expansion,-1,SHORT,EMA200_RSI14_SK21SS5SD5_ATR7,36,24,0.6667,1.0
bull,-1,-1,-1,strong,strong,neutral,1,SHORT,EMA50_RSI7_SK21SS5SD5_ATR14,21,14,0.6667,1.0
bull,1,1,1,weak,weak,neutral,1,LONG,EMA50_RSI14_SK21SS5SD5_ATR7,21,14,0.6667,1.0
bull,-1,-1,0,weak,weak,neutral,1,SHORT,EMA50_RSI14_SK14SS3SD3_ATR21,33,22,0.6667,1.0
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI21_SK14SS3SD3_ATR7,57,38,0.6667,1.0
bear,-1,-1,0,overbought,strong,neutral,1,LONG,EMA21_RSI7_SK5SS3SD3_ATR21,21,14,0.6667,1.0
bull,1,1,0,overbought,strong,neutral,1,LONG,EMA50_RSI7_SK21SS5SD5_ATR21,39,26,0.6667,1.0
bear,-1,-1,1,strong,strong,neutral,1,LONG,EMA50_RSI14_SK5SS3SD3_ATR21,39,26,0.6667,1.0
bull,-1,-1,-1,strong,strong,neutral,1,SHORT,EMA21_RSI7_SK5SS3SD3_ATR7,27,18,0.6667,1.0
range,1,1,0,strong,strong,neutral,1,LONG,EMA50_RSI7_SK21SS5SD5_ATR21,21,14,0.6667,1.0
bull,-1,-1,-1,strong,strong,neutral,1,SHORT,EMA50_RSI14_SK5SS3SD3_ATR21,27,18,0.6667,1.0
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA21_RSI21_SK14SS3SD3_ATR14,60,40,0.6667,1.0
bear,-1,-1,0,weak,oversold,neutral,-1,SHORT,EMA21_RSI21_SK14SS3SD3_ATR7,24,16,0.6667,1.0
bull,1,1,1,strong,weak,neutral,1,LONG,EMA200_RSI14_SK14SS3SD3_ATR21,126,84,0.6667,1.0
bull,-1,-1,-1,strong,strong,neutral,-1,SHORT,EMA100_RSI7_SK21SS5SD5_ATR21,21,14,0.6667,1.0
bull,1,1,0,weak,strong,expansion,-1,SHORT,EMA100_RSI14_SK14SS3SD3_ATR14,21,14,0.6667,1.0
bull,-1,-1,-1,weak,weak,expansion,-1,SHORT,EMA21_RSI21_SK14SS3SD3_ATR7,48,32,0.6667,1.0
bull,-1,-1,0,weak,weak,neutral,1,SHORT,EMA50_RSI14_SK14SS3SD3_ATR14,30,20,0.6667,1.0
bull,1,1,1,strong,strong,compression,1,LONG,EMA50_RSI14_SK21SS5SD5_ATR7,21,14,0.6667,1.0
bull,1,1,-1,oversold,weak,neutral,-1,SHORT,EMA200_RSI7_SK21SS5SD5_ATR21,33,22,0.6667,1.0
bear,-1,-1,1,strong,strong,neutral,1,LONG,EMA50_RSI21_SK5SS3SD3_ATR21,39,26,0.6667,1.0
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI7_SK21SS5SD5_ATR21,21,14,0.6667,1.0
bull,-1,-1,-1,strong,strong,neutral,-1,SHORT,EMA100_RSI7_SK14SS3SD3_ATR21,27,18,0.6667,1.0
bull,1,1,0,oversold,weak,neutral,-1,SHORT,EMA21_RSI7_SK14SS3SD3_ATR21,42,28,0.6667,1.0
bull,-1,-1,1,strong,weak,neutral,1,LONG,EMA21_RSI7_SK14SS3SD3_ATR21,21,14,0.6667,1.0
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA200_RSI14_SK5SS3SD3_ATR7,21,14,0.6667,1.0
bear,-1,-1,0,oversold,weak,neutral,-1,SHORT,EMA50_RSI7_SK21SS5SD5_ATR7,21,14,0.6667,1.0
bull,-1,-1,-1,strong,strong,neutral,-1,SHORT,EMA100_RSI7_SK21SS5SD5_ATR14,21,14,0.6667,1.0
bull,-1,-1,1,strong,weak,neutral,1,LONG,EMA200_RSI14_SK14SS3SD3_ATR14,27,18,0.6667,1.0
bull,1,1,1,strong,weak,neutral,1,LONG,EMA200_RSI14_SK14SS3SD3_ATR7,102,68,0.6667,1.0
bull,1,1,-1,weak,weak,expansion,-1,SHORT,EMA100_RSI21_SK5SS3SD3_ATR7,21,14,0.6667,1.0
bear,1,1,1,strong,weak,neutral,1,LONG,EMA100_RSI14_SK21SS5SD5_ATR21,21,14,0.6667,1.0
bull,1,1,1,overbought,overbought,neutral,1,LONG,EMA21_RSI14_SK21SS5SD5_ATR14,27,18,0.6667,1.0
bull,-1,-1,-1,weak,weak,expansion,-1,SHORT,EMA21_RSI21_SK14SS3SD3_ATR14,33,22,0.6667,1.0
bull,1,1,0,weak,weak,neutral,1,SHORT,EMA50_RSI21_SK5SS3SD3_ATR7,21,14,0.6667,1.0
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA100_RSI21_SK21SS5SD5_ATR14,66,44,0.6667,1.0
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA100_RSI21_SK14SS3SD3_ATR7,48,32,0.6667,1.0
bear,1,1,1,strong,weak,neutral,1,LONG,EMA50_RSI7_SK14SS3SD3_ATR7,21,14,0.6667,1.0
bear,-1,-1,0,oversold,oversold,neutral,-1,SHORT,EMA21_RSI7_SK21SS5SD5_ATR14,27,18,0.6667,1.0
bull,1,1,1,weak,weak,neutral,1,LONG,EMA21_RSI7_SK21SS5SD5_ATR14,36,24,0.6667,1.0
range,1,1,0,strong,strong,neutral,1,LONG,EMA21_RSI7_SK21SS5SD5_ATR14,21,14,0.6667,1.0
bear,-1,-1,0,oversold,oversold,neutral,-1,SHORT,EMA21_RSI7_SK21SS5SD5_ATR21,27,18,0.6667,1.0
bull,1,1,1,weak,weak,neutral,1,LONG,EMA200_RSI7_SK21SS5SD5_ATR7,30,20,0.6667,1.0
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA21_RSI14_SK5SS3SD3_ATR7,123,82,0.6667,1.0
bull,1,1,1,weak,weak,neutral,1,LONG,EMA21_RSI7_SK21SS5SD5_ATR21,36,24,0.6667,1.0
bull,1,1,1,overbought,strong,neutral,1,LONG,EMA100_RSI7_SK14SS3SD3_ATR7,24,16,0.6667,1.0
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA50_RSI21_SK21SS5SD5_ATR21,78,52,0.6667,1.0
bear,-1,-1,-1,strong,strong,neutral,1,SHORT,EMA200_RSI21_SK14SS3SD3_ATR21,21,14,0.6667,1.0
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI21_SK14SS3SD3_ATR21,117,78,0.6667,1.0
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA21_RSI7_SK5SS3SD3_ATR14,123,82,0.6667,1.0
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA21_RSI21_SK5SS3SD3_ATR7,137,91,0.6642,0.9927
bull,1,1,1,strong,weak,neutral,1,LONG,EMA100_RSI21_SK14SS3SD3_ATR14,131,87,0.6641,0.9924
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA200_RSI21_SK14SS3SD3_ATR7,89,59,0.6629,0.9888
bull,1,1,-1,weak,weak,neutral,-1,SHORT,EMA100_RSI21_SK5SS3SD3_ATR21,86,57,0.6628,0.9884
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA50_RSI21_SK21SS5SD5_ATR14,74,49,0.6622,0.9865
bull,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA50_RSI14_SK21SS5SD5_ATR21,68,45,0.6618,0.9853
bull,1,1,0,oversold,weak,neutral,-1,SHORT,EMA200_RSI7_SK14SS3SD3_ATR21,65,43,0.6615,0.9846
bull,1,1,-1,weak,weak,neutral,-1,SHORT,EMA100_RSI21_SK5SS3SD3_ATR7,65,43,0.6615,0.9846
